date,event,z_score,today_dispersion,ticker,level,reason,exit_price,dd_from_peak,rolling_peak_equity,current_equity,action,new_stop,note
2025-01-07,,,,SERV,1.0,overnight_gap_down_14.8pct,19.51,,,,,,
2025-01-27,dispersion_cb_triggered_dec128,5.0944,0.080646,,,,,,,,,,
2025-02-13,,,,SAIL,1.0,overnight_gap_down_64.7pct,23.0,,,,,,
2025-02-13,,,,GXO,1.0,overnight_gap_down_17.4pct,35.3,,,,,,
2025-04-04,,,,ESNT,5.0,vix_crisis_45.3,,,,,tighten_stop,56.2875,
2025-04-04,,,,REG,5.0,vix_crisis_45.3,,,,,tighten_stop,73.853,
2025-04-04,,,,ABBV,5.0,vix_crisis_45.3,,,,,tighten_stop,205.827,
2025-04-04,,,,GFL,5.0,vix_crisis_45.3,,,,,tighten_stop,46.35999999999999,
2025-04-04,,,,PGR,5.0,vix_crisis_45.3,,,,,tighten_stop,276.659,
2025-04-04,,,,CMCSA,5.0,vix_crisis_45.3,,,,,tighten_stop,35.7105,
2025-04-04,,,,DGX,5.0,vix_crisis_45.3,,,,,tighten_stop,168.1025,
2025-04-04,,,,STLA,5.0,vix_crisis_45.3,,,,,tighten_stop,10.7205,
2025-04-04,,,,WEC,5.0,vix_crisis_45.3,,,,,tighten_stop,103.531,
2025-04-04,,,,PCAR,5.0,vix_crisis_45.3,,,,,tighten_stop,96.1115,
2025-04-04,,,,CWEN,5.0,vix_crisis_45.3,,,,,tighten_stop,29.2505,
2025-04-04,,,,JNJ,5.0,vix_crisis_45.3,,,,,tighten_stop,151.82899999999998,
2025-04-04,,,,SM,5.0,vix_crisis_45.3,,,,,tighten_stop,22.807125,
2025-04-04,,,,SBUX,5.0,vix_crisis_45.3,,,,,tighten_stop,80.78895,
2025-04-04,,,,TSEM,5.0,vix_crisis_45.3,,,,,tighten_stop,29.291825,
2025-04-04,,,,HPQ,5.0,vix_crisis_45.3,,,,,tighten_stop,22.230095,
2025-04-04,,,,HAL,5.0,vix_crisis_45.3,,,,,tighten_stop,20.373795,
2025-04-07,,,,STLA,5.0,vix_crisis_47.0,,,,,tighten_stop,10.206,
2025-04-07,,,,JNJ,5.0,vix_crisis_47.0,,,,,tighten_stop,151.82899999999998,
2025-04-07,,,,SBUX,5.0,vix_crisis_47.0,,,,,tighten_stop,80.78895,
2025-04-08,,,,STLA,5.0,vix_crisis_52.3,,,,,tighten_stop,9.723,
2025-04-08,,,,RITM,5.0,vix_crisis_52.3,,,,,tighten_stop,10.92315,
2025-04-08,,,,ALKT,5.0,vix_crisis_52.3,,,,,tighten_stop,22.94079,
2025-04-08,,,,RPD,5.0,vix_crisis_52.3,,,,,tighten_stop,23.03617,
2025-04-08,,,,TRNO,5.0,vix_crisis_52.3,,,,,tighten_stop,52.494625,
2025-04-08,,,,LYB,5.0,vix_crisis_52.3,,,,,tighten_stop,56.4072,
2025-04-09,dispersion_cb_triggered_dec128,3.0605,0.054884,,,,,,,,,,
2025-04-10,,,,INFA,5.0,vix_crisis_40.7,,,,,tighten_stop,17.005,
2025-04-10,,,,VAL,5.0,vix_crisis_40.7,,,,,tighten_stop,31.616,
2025-04-10,,,,AR,5.0,vix_crisis_40.7,,,,,tighten_stop,33.1455,
2025-04-30,,,,WNC,1.0,overnight_gap_down_26.9pct,7.28,,,,,,
2025-06-26,dispersion_cb_triggered_dec128,3.661,0.047486,,,,,,,,,,
2025-08-19,,,,VKTX,1.0,overnight_gap_down_38.2pct,26.0,,,,,,
2025-10-29,dispersion_cb_triggered_dec128,3.1008,0.051634,,,,,,,,,,
2026-02-27,dispersion_cb_triggered_dec128,3.7723,0.061627,,,,,,,,,,
2022-05-06,,,,UAA,1.0,overnight_gap_down_21.4pct,11.23,,,,,,
2022-05-10,dispersion_cb_triggered_dec128,3.3845,0.058045,,,,,,,,,,
2022-06-17,halt_triggered,,,,6.0,,,-0.2003,100000.0,79974.65,,,
2022-06-30,halt_resumed,,,,6.0,,,-0.1758,100000.0,82420.9,,,
2022-07-01,dispersion_cb_triggered_dec128,4.1222,0.057213,,,,,,,,,,
2022-07-04,dispersion_cb_triggered_dec128,4.1222,0.057213,,,,,,,,,,
2022-07-06,halt_triggered,,,,6.0,,,-0.2089,100000.0,79114.22,,,
2022-07-26,,,,TRU,1.0,overnight_gap_down_12.8pct,76.5,,,,,,
2022-08-29,halt_resumed,,,,6.0,,,-0.188,100000.0,81195.31,,,
2022-09-06,halt_triggered,,,,6.0,,,-0.204,100000.0,79604.67,,,
2022-09-15,halt_resumed,,,,6.0,,,-0.1609,100000.0,83911.44,,,
2022-09-22,halt_triggered,,,,6.0,,,-0.2199,100000.0,78011.29000000001,,,
2022-10-04,,,,BHVN,1.0,overnight_gap_down_95.2pct,7.3,,,,,,
2022-11-22,halt_triggered,,,,6.0,,,-0.3588,100000.0,64117.07,,,
2023-01-24,halt_triggered,,,,6.0,,,-0.3938,100000.0,60615.62,,,
2023-02-07,halt_resumed,,,,6.0,,,-0.3204,100000.0,67961.08,,,
2023-02-08,halt_triggered,,,,6.0,,,-0.3204,100000.0,67961.08,,,
2023-04-11,halt_triggered,,,,6.0,,,-0.3899,100000.0,61007.96,,,
2023-06-13,halt_triggered,,,,6.0,,,-0.4106,100000.0,58940.54,,,
2023-08-01,halt_resumed,,,,6.0,,,-0.3941,100000.0,60586.44,,,
2023-08-02,halt_triggered,,,,6.0,,,-0.4042,100000.0,59579.21,,,
2023-08-17,halt_resumed,,,,6.0,,,-0.3855,100000.0,61448.96,,,
2023-08-18,halt_triggered,,,,6.0,,,-0.3855,100000.0,61448.96,,,
2023-09-28,halt_resumed,,,,6.0,,,-0.362,100000.0,63795.09,,,
2023-09-29,halt_triggered,,,,6.0,,,-0.3157,100000.0,68434.97,,,
2023-11-29,halt_triggered,,,,6.0,,,-0.3492,100000.0,65077.68,,,
2024-01-02,halt_resumed,,,,6.0,,,-0.3316,100000.0,66835.36,,,
2024-01-03,halt_triggered,,,,6.0,,,-0.3316,100000.0,66835.36,,,
2024-01-30,,,,CALX,1.0,overnight_gap_down_24.5pct,33.49,,,,,,
2024-02-21,,,,ZS,1.0,overnight_gap_down_14.5pct,213.0,,,,,,
2024-02-29,,,,IRWD,1.0,overnight_gap_down_29.5pct,10.66,,,,,,
2024-03-05,halt_triggered,,,,6.0,,,-0.3689,100000.0,63114.49,,,
2024-05-07,halt_triggered,,,,6.0,,,-0.3835,100000.0,61653.04,,,
2024-05-23,halt_resumed,,,,6.0,,,-0.3315,100000.0,66845.79000000001,,,
2024-05-24,halt_triggered,,,,6.0,,,-0.3315,100000.0,66845.79000000001,,,
2024-07-24,halt_triggered,,,,6.0,,,-0.3208,100000.0,67919.29000000001,,,
2024-08-02,halt_resumed,,,,6.0,,,-0.2889,100000.0,71114.6,,,
2024-08-05,halt_triggered,,,,6.0,,,-0.3016,100000.0,69835.93,,,
2024-10-07,halt_triggered,,,,6.0,,,-0.3205,100000.0,67949.68,,,
2024-12-09,halt_triggered,,,,6.0,,,-0.3062,100000.0,69379.53,,,
2024-12-18,halt_resumed,,,,6.0,,,-0.2627,100000.0,73731.1,,,
2024-12-19,halt_triggered,,,,6.0,,,-0.2627,100000.0,73731.1,,,
2025-02-18,halt_triggered,,,,6.0,,,-0.2627,100000.0,73731.1,,,
2025-04-04,,,,NI,5.0,vix_crisis_45.3,,,,,tighten_stop,39.1685,
2025-04-04,,,,GDDY,5.0,vix_crisis_45.3,,,,,tighten_stop,174.98049999999998,
2025-04-04,halt_resumed,,,,6.0,,,-0.2389,100000.0,76109.12,,,
2025-04-07,halt_triggered,,,,6.0,,,-0.2389,100000.0,76109.12,,,
2025-06-06,dispersion_cb_triggered_dec128,4.5989,0.069099,,,,,,,,,,
2025-06-09,halt_triggered,,,,6.0,,,-0.2389,100000.0,76109.12,,,
2025-08-11,halt_triggered,,,,6.0,,,-0.2389,100000.0,76109.12,,,
2025-10-13,halt_triggered,,,,6.0,,,-0.2394,100000.0,76063.02,,,
2025-12-15,halt_triggered,,,,6.0,,,-0.2388,100000.0,76123.24,,,
2026-02-16,halt_triggered,,,,6.0,,,-0.2527,100000.0,74732.63,,,
2026-04-20,halt_triggered,,,,6.0,,,-0.273,100000.0,72702.19,,,
2022-05-06,,,,CCXI,1.0,overnight_gap_up_16.8pct,18.26,,,,,,
2022-05-13,,,,NEWR,1.0,overnight_gap_down_12.0pct,42.07,,,,,,
2022-06-09,dispersion_cb_triggered_dec128,10.0,1.011529,,,,,,,,,,
2022-06-22,halt_triggered,,,,6.0,,,-0.204,100000.0,79604.41,,,
2022-08-03,,,,HZNP,1.0,overnight_gap_down_21.9pct,64.14,,,,,,
2022-08-12,halt_resumed,,,,6.0,,,-0.1812,100000.0,81875.68,,,
2022-09-06,dispersion_cb_triggered_dec128,3.9945,0.052668,,,,,,,,,,
2022-09-14,halt_triggered,,,,6.0,,,-0.2004,100000.0,79958.41,,,
2022-10-19,halt_resumed,,,,6.0,,,-0.1609,100000.0,83910.20999999999,,,
2022-10-27,dispersion_cb_triggered_dec128,3.7499,0.043842,,,,,,,,,,
2022-11-04,dispersion_cb_triggered_dec128,3.1431,0.048119,,,,,,,,,,
2022-11-10,dispersion_cb_triggered_dec128,5.124,0.07791,,,,,,,,,,
2023-03-07,dispersion_cb_triggered_dec128,3.0655,0.043689,,,,,,,,,,
2023-03-13,,,,ZION,1.0,overnight_gap_down_34.9pct,26.25,,,,,,
2023-04-17,dispersion_cb_triggered_dec128,9.1426,0.056146,,,,,,,,,,
2023-05-05,,,,ZION,1.0,overnight_gap_up_16.9pct,23.29,,,,,,
2023-05-10,dispersion_cb_triggered_dec128,4.1962,0.064389,,,,,,,,,,
2023-07-27,dispersion_cb_triggered_dec128,3.8201,0.033123,,,,,,,,,,
2023-08-03,dispersion_cb_triggered_dec128,3.5224,0.036561,,,,,,,,,,
2023-10-10,dispersion_cb_triggered_dec128,4.2631,0.033171,,,,,,,,,,
2023-12-04,dispersion_cb_triggered_dec128,10.0,0.138726,,,,,,,,,,
2024-02-14,dispersion_cb_triggered_dec128,4.9422,0.050871,,,,,,,,,,
2024-04-30,dispersion_cb_triggered_dec128,3.0038,0.029968,,,,,,,,,,
2024-05-01,dispersion_cb_triggered_dec128,4.9833,0.039424,,,,,,,,,,
2024-05-02,dispersion_cb_triggered_dec128,5.4632,0.05178,,,,,,,,,,
2024-08-08,dispersion_cb_triggered_dec128,3.1025,0.046218,,,,,,,,,,
2024-09-09,dispersion_cb_triggered_dec128,4.1865,0.043949,,,,,,,,,,
2024-09-19,dispersion_cb_triggered_dec128,3.0528,0.043567,,,,,,,,,,
2024-10-31,dispersion_cb_triggered_dec128,4.655,0.035503,,,,,,,,,,
2024-11-06,dispersion_cb_triggered_dec128,9.1941,0.060259,,,,,,,,,,
2025-01-27,,,,SEI,1.0,overnight_gap_down_17.0pct,29.0488,,,,,,
2025-01-27,dispersion_cb_triggered_dec128,4.0333,0.055788,,,,,,,,,,
2025-03-10,dispersion_cb_triggered_dec128,4.7341,0.065108,,,,,,,,,,
2025-03-31,dispersion_cb_triggered_dec128,4.2082,0.073509,,,,,,,,,,
2025-04-04,,,,GLD,5.0,vix_crisis_45.3,,,,,tighten_stop,273.752,
2025-04-04,,,,PEP,5.0,vix_crisis_45.3,,,,,tighten_stop,148.599,
2025-04-04,,,,CVS,5.0,vix_crisis_45.3,,,,,tighten_stop,65.208,
2025-04-04,,,,DHR,5.0,vix_crisis_45.3,,,,,tighten_stop,204.2595,
2025-04-04,,,,DVA,5.0,vix_crisis_45.3,,,,,tighten_stop,146.57549999999998,
2025-04-04,,,,SRE,5.0,vix_crisis_45.3,,,,,tighten_stop,69.2075,
2025-04-04,,,,ORLA,5.0,vix_crisis_45.3,,,,,tighten_stop,9.082,
2025-04-04,,,,UTI,5.0,vix_crisis_45.3,,,,,tighten_stop,25.5075,
2025-04-04,,,,NRIX,5.0,vix_crisis_45.3,,,,,tighten_stop,10.811,
2025-04-04,,,,STKL,5.0,vix_crisis_45.3,,,,,tighten_stop,4.4745,
2025-04-04,,,,REPL,5.0,vix_crisis_45.3,,,,,tighten_stop,8.188999999999998,
2025-04-04,,,,SYM,5.0,vix_crisis_45.3,,,,,tighten_stop,16.67117,
2025-04-04,,,,GEHC,1.0,overnight_gap_down_12.0pct,63.36,,,,,,
2025-04-04,,,,GEHC,5.0,vix_crisis_45.3,,,,,,,co-fired with exit; not applied (position already closing)
2025-04-04,,,,FIVE,5.0,vix_crisis_45.3,,,,,tighten_stop,51.177735,
2025-04-07,,,,GLD,5.0,vix_crisis_47.0,,,,,tighten_stop,273.752,
2025-04-07,,,,DVA,5.0,vix_crisis_47.0,,,,,tighten_stop,146.57549999999998,
2025-04-07,,,,FIVE,5.0,vix_crisis_47.0,,,,,tighten_stop,53.9315,
2025-04-08,,,,FIVE,5.0,vix_crisis_52.3,,,,,tighten_stop,57.836,
2025-04-08,,,,SW,5.0,vix_crisis_52.3,,,,,tighten_stop,38.85804,
2025-04-08,,,,FRT,5.0,vix_crisis_52.3,,,,,tighten_stop,85.40756499999999,
2025-04-08,,,,NTES,5.0,vix_crisis_52.3,,,,,tighten_stop,90.370935,
2025-04-08,,,,COGT,5.0,vix_crisis_52.3,,,,,tighten_stop,4.62821,
2025-04-10,,,,LEVI,5.0,vix_crisis_40.7,,,,,tighten_stop,14.1835,
2025-04-10,,,,UNH,5.0,vix_crisis_40.7,,,,,tighten_stop,549.5749999999999,
2025-04-10,,,,MSI,5.0,vix_crisis_40.7,,,,,tighten_stop,396.3305,
2025-04-10,,,,IFF,5.0,vix_crisis_40.7,,,,,tighten_stop,69.3215,
2025-04-10,,,,WWW,5.0,vix_crisis_40.7,,,,,tighten_stop,11.7135,
2025-04-10,,,,OII,5.0,vix_crisis_40.7,,,,,tighten_stop,17.176,
2025-04-10,,,,USO,5.0,vix_crisis_40.7,,,,,tighten_stop,64.201,
2025-04-10,,,,TMDX,5.0,vix_crisis_40.7,,,,,tighten_stop,70.386355,
2025-04-10,,,,AVGO,5.0,vix_crisis_40.7,,,,,tighten_stop,167.28445499999998,
2025-04-10,,,,PRTA,5.0,vix_crisis_40.7,,,,,tighten_stop,9.503894999999998,
2025-04-10,,,,CDNA,5.0,vix_crisis_40.7,,,,,tighten_stop,17.224639999999997,
2025-04-17,,,,UNH,1.0,overnight_gap_down_17.6pct,481.95,,,,,,
2025-07-22,dispersion_cb_triggered_dec128,7.1233,0.057555,,,,,,,,,,
2025-07-30,dispersion_cb_triggered_dec128,5.201,0.071256,,,,,,,,,,
2025-09-09,dispersion_cb_triggered_dec128,3.032,0.040495,,,,,,,,,,
2025-09-18,dispersion_cb_triggered_dec128,5.3671,0.06508,,,,,,,,,,
2025-10-20,dispersion_cb_triggered_dec128,10.0,0.067295,,,,,,,,,,
2025-11-10,dispersion_cb_triggered_dec128,4.5678,0.083871,,,,,,,,,,
2026-01-06,dispersion_cb_triggered_dec128,5.0089,0.063495,,,,,,,,,,
2026-01-26,,,,RVMD,1.0,overnight_gap_down_20.5pct,93.5,,,,,,
2026-02-09,,,,CCXI,1.0,overnight_gap_down_80.4pct,10.2,,,,,,
2026-02-09,dispersion_cb_triggered_dec128,3.7209,0.057767,,,,,,,,,,
2026-02-12,,,,ROL,1.0,overnight_gap_down_15.2pct,55.65,,,,,,
2026-03-17,,,,ALDX,1.0,overnight_gap_down_73.5pct,1.12,,,,,,
2026-04-13,dispersion_cb_triggered_dec128,3.3856,0.053923,,,,,,,,,,
2026-05-05,dispersion_cb_triggered_dec128,3.8003,0.055778,,,,,,,,,,
