date,level,event,dd_from_peak,rolling_peak_equity,current_equity,ticker,reason,exit_price,z_score,today_dispersion,action,new_stop
2022-08-24,6.0,halt_resumed,-2.1588,100000.0,-115881.25,,,,,,,
2022-08-25,6.0,halt_triggered,-2.153,100000.0,-115300.62,,,,,,,
2022-08-29,6.0,halt_resumed,-2.1626,100000.0,-116259.06,,,,,,,
2022-08-30,6.0,halt_triggered,-2.198,100000.0,-119804.23999999999,,,,,,,
2022-08-31,6.0,halt_resumed,-2.215,100000.0,-121501.48000000001,,,,,,,
2022-09-01,1.0,,,,,TRQ,overnight_gap_up_13.4pct,31.14,,,,
2022-09-01,6.0,halt_triggered,-2.3338,100000.0,-133381.0,,,,,,,
2022-09-02,6.0,halt_resumed,-2.3339,100000.0,-133392.06,,,,,,,
2022-09-06,6.0,halt_triggered,-2.3607,100000.0,-136067.18,,,,,,,
2022-09-06,,dispersion_cb_triggered_dec128,,,,,,,3.3039,0.052988,,
2022-09-07,6.0,halt_resumed,-2.3001,100000.0,-130006.17000000001,,,,,,,
2022-09-08,6.0,halt_triggered,-2.3171,100000.0,-131712.33000000002,,,,,,,
2022-09-14,1.0,,,,,ALT,overnight_gap_down_41.5pct,11.93,,,,
2022-10-11,1.0,,,,,JOBY,overnight_gap_up_14.0pct,4.39,,,,
2022-10-20,1.0,,,,,ALL,overnight_gap_down_13.8pct,116.56,,,,
2022-10-21,1.0,,,,,ACI,overnight_gap_down_24.9pct,20.65,,,,
2022-11-02,1.0,,,,,REZI,overnight_gap_down_19.3pct,18.85,,,,
2022-11-02,,dispersion_cb_triggered_dec128,,,,,,,3.2979,0.039567,,
2022-11-08,1.0,,,,,SEDG,overnight_gap_up_13.8pct,240.56,,,,
2022-11-08,6.0,halt_triggered,-3.1801,100000.0,-218008.61,,,,,,,
2022-11-09,1.0,,,,,WWW,overnight_gap_down_14.5pct,15.43,,,,
2022-11-09,6.0,halt_resumed,-3.1885,100000.0,-218854.65000000002,,,,,,,
2022-11-09,,dispersion_cb_triggered_dec128,,,,,,,3.2129,0.046381,,
2022-11-10,6.0,halt_triggered,-3.1747,100000.0,-217473.44,,,,,,,
2022-11-10,,dispersion_cb_triggered_dec128,,,,,,,5.64,0.068574,,
2022-11-11,6.0,halt_resumed,-3.1329,100000.0,-213293.38,,,,,,,
2022-11-14,6.0,halt_triggered,-3.133,100000.0,-213301.37,,,,,,,
2022-11-15,6.0,halt_resumed,-3.1634,100000.0,-216344.07,,,,,,,
2022-11-16,1.0,,,,,CCL,overnight_gap_down_12.4pct,9.78,,,,
2022-11-16,6.0,halt_triggered,-3.16,100000.0,-216003.41000000003,,,,,,,
2022-12-14,1.0,,,,,CHTR,overnight_gap_down_12.6pct,343.07,,,,
2022-12-16,,dispersion_cb_triggered_dec128,,,,,,,10.0,0.090989,,
2023-01-18,6.0,halt_triggered,-3.6862,100000.0,-268617.94,,,,,,,
2023-01-19,6.0,halt_resumed,-3.6763,100000.0,-267634.71,,,,,,,
2023-01-20,6.0,halt_triggered,-3.6864,100000.0,-268643.51,,,,,,,
2023-01-23,6.0,halt_resumed,-3.7178,100000.0,-271775.98,,,,,,,
2023-01-24,6.0,halt_triggered,-3.7553,100000.0,-275532.85000000003,,,,,,,
2023-01-25,6.0,halt_resumed,-3.7848,100000.0,-278475.10000000003,,,,,,,
2023-01-26,6.0,halt_triggered,-3.8296,100000.0,-282963.76,,,,,,,
2023-01-27,6.0,halt_resumed,-3.8231,100000.0,-282305.33,,,,,,,
2023-01-30,6.0,halt_triggered,-3.8231,100000.0,-282305.33,,,,,,,
2023-01-31,6.0,halt_resumed,-3.8331,100000.0,-283314.14,,,,,,,
2023-02-01,6.0,halt_triggered,-3.8513,100000.0,-285128.74,,,,,,,
2023-02-02,6.0,halt_resumed,-3.8917,100000.0,-289170.25,,,,,,,
2023-02-03,1.0,,,,,SKYW,overnight_gap_down_14.6pct,18.7,,,,
2023-02-03,6.0,halt_triggered,-3.878,100000.0,-287798.7,,,,,,,
2023-02-06,6.0,halt_resumed,-3.8802,100000.0,-288024.82,,,,,,,
2023-02-07,6.0,halt_triggered,-3.8837,100000.0,-288373.72000000003,,,,,,,
2023-02-08,6.0,halt_resumed,-3.8838,100000.0,-288381.7,,,,,,,
2023-02-09,6.0,halt_triggered,-3.8664,100000.0,-286638.9,,,,,,,
2023-02-10,6.0,halt_resumed,-3.8186,100000.0,-281858.37,,,,,,,
2023-02-13,6.0,halt_triggered,-3.8186,100000.0,-281858.37,,,,,,,
2023-02-13,,dispersion_cb_triggered_dec128,,,,,,,3.1868,0.040378,,
2023-02-14,6.0,halt_resumed,-3.851,100000.0,-285099.16000000003,,,,,,,
2023-02-15,6.0,halt_triggered,-3.8977,100000.0,-289766.61,,,,,,,
2023-02-16,1.0,,,,,TOST,overnight_gap_down_19.0pct,21.04,,,,
2023-02-16,6.0,halt_resumed,-3.8974,100000.0,-289737.54000000004,,,,,,,
2023-02-17,6.0,halt_triggered,-3.917,100000.0,-291700.88,,,,,,,
2023-02-21,6.0,halt_resumed,-3.9222,100000.0,-292220.71,,,,,,,
2023-02-22,6.0,halt_triggered,-3.9382,100000.0,-293824.94,,,,,,,
2023-02-23,1.0,,,,,MGNI,overnight_gap_down_15.8pct,11.41,,,,
2023-02-23,6.0,halt_resumed,-3.9813,100000.0,-298133.29000000004,,,,,,,
2023-02-24,6.0,halt_triggered,-3.9815,100000.0,-298150.06,,,,,,,
2023-02-27,1.0,,,,,FUBO,overnight_gap_down_17.2pct,23.0448,,,,
2023-02-27,6.0,halt_resumed,-3.9948,100000.0,-299476.59,,,,,,,
2023-02-28,6.0,halt_triggered,-4.0034,100000.0,-300341.13,,,,,,,
2023-03-01,6.0,halt_resumed,-4.0155,100000.0,-301546.23,,,,,,,
2023-03-02,1.0,,,,,AEHR,overnight_gap_down_20.3pct,28.69,,,,
2023-03-02,6.0,halt_triggered,-4.0767,100000.0,-307668.78,,,,,,,
2023-03-03,6.0,halt_resumed,-4.0899,100000.0,-308993.44,,,,,,,
2023-03-06,6.0,halt_triggered,-4.0683,100000.0,-306832.55,,,,,,,
2023-03-07,6.0,halt_resumed,-4.082,100000.0,-308204.01,,,,,,,
2023-03-08,6.0,halt_triggered,-4.1125,100000.0,-311252.56,,,,,,,
2023-03-09,6.0,halt_resumed,-4.1271,100000.0,-312705.43,,,,,,,
2023-03-10,1.0,,,,,DOCU,overnight_gap_down_16.6pct,53.71,,,,
2023-03-10,6.0,halt_triggered,-4.18,100000.0,-317996.85000000003,,,,,,,
2023-03-13,6.0,halt_resumed,-4.2054,100000.0,-320543.01,,,,,,,
2023-03-13,,dispersion_cb_triggered_dec128,,,,,,,3.3716,0.043244,,
2023-03-14,1.0,,,,,KEY,overnight_gap_up_19.4pct,13.59,,,,
2023-03-14,6.0,halt_triggered,-4.1911,100000.0,-319111.98,,,,,,,
2023-03-15,6.0,halt_resumed,-4.1851,100000.0,-318505.0,,,,,,,
2023-03-16,6.0,halt_triggered,-4.206,100000.0,-320603.0,,,,,,,
2023-03-17,6.0,halt_resumed,-4.2544,100000.0,-325443.36,,,,,,,
2023-03-20,6.0,halt_triggered,-4.2545,100000.0,-325451.37,,,,,,,
2023-03-21,1.0,,,,,AG,overnight_gap_down_14.2pct,6.38,,,,
2023-03-21,6.0,halt_resumed,-4.3053,100000.0,-330527.13,,,,,,,
2023-03-21,,dispersion_cb_triggered_dec128,,,,,,,4.9224,0.052269,,
2023-03-22,6.0,halt_triggered,-4.3053,100000.0,-330527.13,,,,,,,
2023-03-23,6.0,halt_resumed,-4.3302,100000.0,-333017.21,,,,,,,
2023-03-24,6.0,halt_triggered,-4.295,100000.0,-329504.63,,,,,,,
2023-03-27,6.0,halt_resumed,-4.2328,100000.0,-323278.84,,,,,,,
2023-03-28,1.0,,,,,VKTX,overnight_gap_up_35.0pct,12.31,,,,
2023-03-28,6.0,halt_triggered,-4.2341,100000.0,-323410.14,,,,,,,
2023-03-28,,dispersion_cb_triggered_dec128,,,,,,,3.1728,0.052159,,
2023-03-29,6.0,halt_resumed,-4.2213,100000.0,-322134.79000000004,,,,,,,
2023-03-30,6.0,halt_triggered,-4.2056,100000.0,-320558.71,,,,,,,
2023-03-31,6.0,halt_resumed,-4.2186,100000.0,-321859.29000000004,,,,,,,
2023-04-03,6.0,halt_triggered,-4.1912,100000.0,-319121.51,,,,,,,
2023-04-04,1.0,,,,,ZIM,overnight_gap_down_22.7pct,18.15,,,,
2023-04-04,6.0,halt_resumed,-4.2234,100000.0,-322338.47000000003,,,,,,,
2023-04-05,6.0,halt_triggered,-4.2435,100000.0,-324353.03,,,,,,,
2023-04-06,6.0,halt_resumed,-4.2455,100000.0,-324549.9,,,,,,,
2023-04-10,6.0,halt_triggered,-4.2466,100000.0,-324660.23,,,,,,,
2023-04-11,6.0,halt_resumed,-4.2889,100000.0,-328887.16000000003,,,,,,,
2023-04-12,6.0,halt_triggered,-4.3122,100000.0,-331221.81,,,,,,,
2023-04-13,6.0,halt_resumed,-4.3324,100000.0,-333239.41000000003,,,,,,,
2023-04-14,6.0,halt_triggered,-4.329,100000.0,-332900.3,,,,,,,
2023-04-17,6.0,halt_resumed,-4.3106,100000.0,-331060.05,,,,,,,
2023-04-18,6.0,halt_triggered,-4.3267,100000.0,-332667.02,,,,,,,
2023-04-19,6.0,halt_resumed,-4.329,100000.0,-332900.44,,,,,,,
2023-04-20,6.0,halt_triggered,-4.3049,100000.0,-330485.97000000003,,,,,,,
2023-04-21,6.0,halt_resumed,-4.333,100000.0,-333300.71,,,,,,,
2023-04-24,6.0,halt_triggered,-4.3383,100000.0,-333829.08,,,,,,,
2023-04-25,6.0,halt_resumed,-4.3448,100000.0,-334483.74,,,,,,,
2023-04-26,6.0,halt_triggered,-4.3685,100000.0,-336847.96,,,,,,,
2023-04-27,6.0,halt_resumed,-4.3371,100000.0,-333706.7,,,,,,,
2023-04-28,6.0,halt_triggered,-4.36,100000.0,-336000.67,,,,,,,
2023-05-01,6.0,halt_resumed,-4.3817,100000.0,-338170.17,,,,,,,
2023-05-02,6.0,halt_triggered,-4.3713,100000.0,-337128.15,,,,,,,
2023-05-03,1.0,,,,,EL,overnight_gap_down_20.9pct,194.09,,,,
2023-05-03,6.0,halt_resumed,-4.4101,100000.0,-341007.52,,,,,,,
2023-05-04,6.0,halt_triggered,-4.4154,100000.0,-341540.72000000003,,,,,,,
2023-05-04,,dispersion_cb_triggered_dec128,,,,,,,3.0391,0.032318,,
2023-05-05,6.0,halt_resumed,-4.4236,100000.0,-342361.33,,,,,,,
2023-05-08,6.0,halt_triggered,-4.4195,100000.0,-341945.29000000004,,,,,,,
2023-05-09,6.0,halt_resumed,-4.4595,100000.0,-345948.05,,,,,,,
2023-05-10,1.0,,,,,EVRI,overnight_gap_up_17.3pct,17.63,,,,
2023-05-10,6.0,halt_triggered,-4.4504,100000.0,-345038.49,,,,,,,
2023-05-10,,dispersion_cb_triggered_dec128,,,,,,,9.1282,0.066349,,
2023-05-11,6.0,halt_resumed,-4.4729,100000.0,-347289.60000000003,,,,,,,
2023-05-12,6.0,halt_triggered,-4.474,100000.0,-347401.98,,,,,,,
2023-05-15,6.0,halt_resumed,-4.485,100000.0,-348499.42,,,,,,,
2023-05-16,1.0,,,,,HZNP,overnight_gap_down_17.1pct,93.0,,,,
2023-05-16,6.0,halt_triggered,-4.4499,100000.0,-344990.65,,,,,,,
2023-05-17,6.0,halt_resumed,-4.4701,100000.0,-347014.71,,,,,,,
2023-05-18,6.0,halt_triggered,-4.514,100000.0,-351396.8,,,,,,,
2023-05-19,6.0,halt_resumed,-4.5241,100000.0,-352405.60000000003,,,,,,,
2023-05-22,6.0,halt_triggered,-4.5215,100000.0,-352151.84,,,,,,,
2023-05-23,6.0,halt_resumed,-4.4918,100000.0,-349175.41000000003,,,,,,,
2023-05-24,6.0,halt_triggered,-4.5119,100000.0,-351189.86,,,,,,,
2023-05-25,6.0,halt_resumed,-4.5444,100000.0,-354435.93,,,,,,,
2023-05-26,6.0,halt_triggered,-4.5218,100000.0,-352179.0,,,,,,,
2023-05-30,6.0,halt_resumed,-4.5512,100000.0,-355120.72000000003,,,,,,,
2023-05-31,6.0,halt_triggered,-4.5531,100000.0,-355309.3,,,,,,,
2023-06-01,6.0,halt_resumed,-4.5731,100000.0,-357311.19,,,,,,,
2023-06-02,6.0,halt_triggered,-4.5832,100000.0,-358319.93,,,,,,,
2023-06-05,6.0,halt_resumed,-4.5797,100000.0,-357970.55,,,,,,,
2023-06-06,6.0,halt_triggered,-4.6234,100000.0,-362344.82,,,,,,,
2023-06-07,6.0,halt_resumed,-4.6673,100000.0,-366730.27,,,,,,,
2023-06-08,6.0,halt_triggered,-4.6768,100000.0,-367677.92,,,,,,,
2023-06-09,6.0,halt_resumed,-4.6836,100000.0,-368356.39,,,,,,,
2023-06-12,6.0,halt_triggered,-4.7099,100000.0,-370994.46,,,,,,,
2023-06-13,6.0,halt_resumed,-4.7038,100000.0,-370375.25,,,,,,,
2023-06-14,6.0,halt_triggered,-4.6824,100000.0,-368243.65,,,,,,,
2023-06-15,6.0,halt_resumed,-4.6928,100000.0,-369276.48,,,,,,,
2023-06-16,6.0,halt_triggered,-4.7018,100000.0,-370175.16000000003,,,,,,,
2023-06-20,6.0,halt_resumed,-4.728,100000.0,-372800.78,,,,,,,
2023-06-21,6.0,halt_triggered,-4.761,100000.0,-376095.7,,,,,,,
2023-06-22,6.0,halt_resumed,-4.7717,100000.0,-377174.01,,,,,,,
2023-06-23,6.0,halt_triggered,-4.7499,100000.0,-374985.25,,,,,,,
2023-06-26,6.0,halt_resumed,-4.7427,100000.0,-374272.33,,,,,,,
2023-06-27,6.0,halt_triggered,-4.7412,100000.0,-374122.29000000004,,,,,,,
2023-06-28,6.0,halt_resumed,-4.7551,100000.0,-375513.17,,,,,,,
2023-06-29,6.0,halt_triggered,-4.7728,100000.0,-377277.73,,,,,,,
2023-06-30,6.0,halt_resumed,-4.7542,100000.0,-375420.88,,,,,,,
2023-07-03,6.0,halt_triggered,-4.7732,100000.0,-377318.96,,,,,,,
2023-07-05,6.0,halt_resumed,-4.7733,100000.0,-377326.97000000003,,,,,,,
2023-07-06,6.0,halt_triggered,-4.7934,100000.0,-379342.91000000003,,,,,,,
2023-07-07,6.0,halt_resumed,-4.8157,100000.0,-381572.10000000003,,,,,,,
2023-07-10,6.0,halt_triggered,-4.8148,100000.0,-381477.53,,,,,,,
2023-07-11,6.0,halt_resumed,-4.8151,100000.0,-381506.13,,,,,,,
2023-07-12,6.0,halt_triggered,-4.8279,100000.0,-382792.3,,,,,,,
2023-07-13,6.0,halt_resumed,-4.8406,100000.0,-384060.98,,,,,,,
2023-07-14,6.0,halt_triggered,-4.86,100000.0,-386004.65,,,,,,,
2023-07-17,6.0,halt_resumed,-4.8841,100000.0,-388409.32,,,,,,,
2023-07-18,6.0,halt_triggered,-4.8942,100000.0,-389418.12,,,,,,,
2023-07-19,6.0,halt_resumed,-4.896,100000.0,-389603.88,,,,,,,
2023-07-20,6.0,halt_triggered,-4.9005,100000.0,-390047.28,,,,,,,
2023-07-21,6.0,halt_resumed,-4.9005,100000.0,-390047.28,,,,,,,
2023-07-24,6.0,halt_triggered,-4.9347,100000.0,-393471.14,,,,,,,
2023-07-25,6.0,halt_resumed,-4.946,100000.0,-394604.05,,,,,,,
2023-07-26,6.0,halt_triggered,-4.972,100000.0,-397202.39,,,,,,,
2023-07-27,6.0,halt_resumed,-4.9639,100000.0,-396394.63,,,,,,,
2023-07-28,6.0,halt_triggered,-4.974,100000.0,-397401.84,,,,,,,
2023-07-31,6.0,halt_resumed,-4.9467,100000.0,-394668.56,,,,,,,
2023-08-01,6.0,halt_triggered,-4.9568,100000.0,-395677.31,,,,,,,
2023-08-01,,dispersion_cb_triggered_dec128,,,,,,,3.1189,0.030842,,
2023-08-02,1.0,,,,,GNRC,overnight_gap_down_18.8pct,124.55,,,,
2023-08-02,6.0,halt_resumed,-4.9229,100000.0,-392294.95,,,,,,,
2023-08-03,6.0,halt_triggered,-4.9242,100000.0,-392424.07,,,,,,,
2023-08-04,6.0,halt_resumed,-4.9132,100000.0,-391324.67,,,,,,,
2023-08-07,6.0,halt_triggered,-4.9344,100000.0,-393439.18,,,,,,,
2023-08-08,6.0,halt_resumed,-4.9331,100000.0,-393305.24,,,,,,,
2023-08-09,1.0,,,,,UPST,overnight_gap_down_17.3pct,42.78,,,,
2023-08-09,6.0,halt_triggered,-4.9232,100000.0,-392321.10000000003,,,,,,,
2023-08-10,6.0,halt_resumed,-4.9233,100000.0,-392329.12,,,,,,,
2023-08-10,,dispersion_cb_triggered_dec128,,,,,,,3.3383,0.038559,,
2023-08-11,6.0,halt_triggered,-4.9195,100000.0,-391952.81,,,,,,,
2023-08-14,6.0,halt_resumed,-4.8921,100000.0,-389205.78,,,,,,,
2023-08-15,6.0,halt_triggered,-4.9316,100000.0,-393156.0,,,,,,,
2023-08-16,6.0,halt_resumed,-4.952,100000.0,-395198.75,,,,,,,
2023-08-17,6.0,halt_triggered,-4.9458,100000.0,-394582.12,,,,,,,
2023-08-18,6.0,halt_resumed,-4.9508,100000.0,-395079.04000000004,,,,,,,
2023-08-21,6.0,halt_triggered,-4.9617,100000.0,-396168.06,,,,,,,
2023-08-22,6.0,halt_resumed,-4.9591,100000.0,-395906.67,,,,,,,
2023-08-23,6.0,halt_triggered,-4.9692,100000.0,-396915.87,,,,,,,
2023-08-24,6.0,halt_resumed,-5.0013,100000.0,-400131.56,,,,,,,
2023-08-25,6.0,halt_triggered,-5.0013,100000.0,-400131.56,,,,,,,
2023-08-28,6.0,halt_resumed,-5.0139,100000.0,-401390.8,,,,,,,
2023-08-29,6.0,halt_triggered,-5.0146,100000.0,-401460.18,,,,,,,
2023-08-30,6.0,halt_resumed,-5.0247,100000.0,-402468.98,,,,,,,
2023-08-31,6.0,halt_triggered,-5.0058,100000.0,-400580.82,,,,,,,
2023-09-01,6.0,halt_resumed,-4.9941,100000.0,-399409.99,,,,,,,
2023-09-05,6.0,halt_triggered,-4.9837,100000.0,-398371.73,,,,,,,
2023-09-06,1.0,,,,,PLAB,overnight_gap_down_14.2pct,20.17,,,,
2023-09-06,6.0,halt_resumed,-5.0262,100000.0,-402622.2,,,,,,,
2023-09-07,6.0,halt_triggered,-5.0352,100000.0,-403522.87,,,,,,,
2023-09-08,6.0,halt_resumed,-5.0609,100000.0,-406091.89,,,,,,,
2023-09-11,6.0,halt_triggered,-5.0609,100000.0,-406091.89,,,,,,,
2023-09-12,6.0,halt_resumed,-5.0122,100000.0,-401218.12,,,,,,,
2023-09-13,6.0,halt_triggered,-5.006,100000.0,-400599.29000000004,,,,,,,
2023-09-14,6.0,halt_resumed,-4.9919,100000.0,-399186.29000000004,,,,,,,
2023-09-15,6.0,halt_triggered,-5.022,100000.0,-402196.22000000003,,,,,,,
2023-09-18,6.0,halt_resumed,-5.0196,100000.0,-401961.02,,,,,,,
2023-09-19,6.0,halt_triggered,-5.0374,100000.0,-403739.98,,,,,,,
2023-09-20,6.0,halt_resumed,-5.0351,100000.0,-403512.89,,,,,,,
2023-09-21,6.0,halt_triggered,-5.0418,100000.0,-404180.84,,,,,,,
2023-09-22,6.0,halt_resumed,-5.062,100000.0,-406195.24,,,,,,,
2023-09-25,6.0,halt_triggered,-5.0837,100000.0,-408367.95,,,,,,,
2023-09-26,6.0,halt_resumed,-5.1146,100000.0,-411464.46,,,,,,,
2023-09-27,6.0,halt_triggered,-5.1238,100000.0,-412376.0,,,,,,,
2023-09-28,6.0,halt_resumed,-5.1074,100000.0,-410739.4,,,,,,,
2023-09-29,6.0,halt_triggered,-5.0572,100000.0,-405720.95,,,,,,,
2023-10-02,6.0,halt_resumed,-5.1169,100000.0,-411690.0,,,,,,,
2023-10-03,1.0,,,,,PNT,overnight_gap_up_84.1pct,12.31,,,,
2023-10-03,6.0,halt_triggered,-4.9953,100000.0,-399532.08,,,,,,,
2023-10-03,,dispersion_cb_triggered_dec128,,,,,,,10.0,0.06378,,
2023-10-04,6.0,halt_resumed,-5.0383,100000.0,-403825.3,,,,,,,
2023-10-05,6.0,halt_triggered,-5.0364,100000.0,-403642.14,,,,,,,
2023-10-06,6.0,halt_resumed,-5.0412,100000.0,-404119.85000000003,,,,,,,
2023-10-09,6.0,halt_triggered,-5.0478,100000.0,-404778.17,,,,,,,
2023-10-10,6.0,halt_resumed,-5.0478,100000.0,-404778.17,,,,,,,
2023-10-11,6.0,halt_triggered,-5.068,100000.0,-406800.57,,,,,,,
2023-10-12,6.0,halt_resumed,-5.0846,100000.0,-408463.12,,,,,,,
2023-10-13,1.0,,,,,STKL,overnight_gap_up_19.9pct,3.43,,,,
2023-10-13,6.0,halt_triggered,-5.0399,100000.0,-403985.43,,,,,,,
2023-10-16,6.0,halt_resumed,-5.0557,100000.0,-405565.12,,,,,,,
2023-10-17,6.0,halt_triggered,-4.9631,100000.0,-396305.41000000003,,,,,,,
2023-10-18,6.0,halt_resumed,-4.9098,100000.0,-390981.01,,,,,,,
2023-10-19,6.0,halt_triggered,-4.9352,100000.0,-393518.35000000003,,,,,,,
2023-10-20,6.0,halt_resumed,-4.9617,100000.0,-396165.75,,,,,,,
2023-10-23,6.0,halt_triggered,-4.9739,100000.0,-397390.63,,,,,,,
2023-10-24,6.0,halt_resumed,-4.9881,100000.0,-398811.54000000004,,,,,,,
2023-10-25,6.0,halt_triggered,-5.0378,100000.0,-403781.81,,,,,,,
2023-10-26,6.0,halt_resumed,-5.0451,100000.0,-404514.54000000004,,,,,,,
2023-10-27,6.0,halt_triggered,-5.0737,100000.0,-407373.55,,,,,,,
2023-10-30,6.0,halt_resumed,-5.0772,100000.0,-407721.59,,,,,,,
2023-10-31,6.0,halt_triggered,-5.0801,100000.0,-408008.27,,,,,,,
2023-11-01,1.0,,,,,GTHX,overnight_gap_down_18.2pct,1.35,,,,
2023-11-01,1.0,,,,,GNRC,overnight_gap_up_14.2pct,95.99,,,,
2023-11-01,6.0,halt_resumed,-5.111,100000.0,-411095.87,,,,,,,
2023-11-01,,dispersion_cb_triggered_dec128,,,,,,,4.0202,0.032207,,
2023-11-02,6.0,halt_triggered,-5.1094,100000.0,-410937.27,,,,,,,
2023-11-02,,dispersion_cb_triggered_dec128,,,,,,,4.0322,0.035885,,
2023-11-03,6.0,halt_resumed,-5.0773,100000.0,-407733.9,,,,,,,
2023-11-06,6.0,halt_triggered,-5.051,100000.0,-405100.54000000004,,,,,,,
2023-11-07,6.0,halt_resumed,-5.0798,100000.0,-407975.01,,,,,,,
2023-11-07,,dispersion_cb_triggered_dec128,,,,,,,3.3578,0.038798,,
2023-11-08,6.0,halt_triggered,-5.0726,100000.0,-407260.94,,,,,,,
2023-11-09,6.0,halt_resumed,-5.0967,100000.0,-409666.35000000003,,,,,,,
2023-11-10,6.0,halt_triggered,-5.1204,100000.0,-412040.69,,,,,,,
2023-11-13,6.0,halt_resumed,-5.116,100000.0,-411600.31,,,,,,,
2023-11-14,6.0,halt_triggered,-5.1311,100000.0,-413114.39,,,,,,,
2023-11-14,,dispersion_cb_triggered_dec128,,,,,,,3.0057,0.041229,,
2023-11-15,1.0,,,,,TGT,overnight_gap_up_13.8pct,126.08,,,,
2023-11-15,6.0,halt_resumed,-5.1031,100000.0,-410309.32,,,,,,,
2023-11-16,6.0,halt_triggered,-5.1087,100000.0,-410869.74,,,,,,,
