date,event,z_score,today_dispersion,level,dd_from_peak,rolling_peak_equity,current_equity,ticker,reason,exit_price,action,new_stop
2025-04-08,,,,5.0,,,,NEE,vix_crisis_52.3,,tighten_stop,69.50002500000001
2025-04-08,,,,5.0,,,,SFM,vix_crisis_52.3,,tighten_stop,146.643425
2025-04-09,dispersion_cb_triggered_dec128,3.0141,0.068516,,,,,,,,,
2025-04-10,,,,5.0,,,,QSR,vix_crisis_40.7,,tighten_stop,63.0315
2025-04-10,,,,5.0,,,,THS,vix_crisis_40.7,,tighten_stop,23.457
2025-04-10,,,,5.0,,,,MDT,vix_crisis_40.7,,tighten_stop,84.25578
2025-05-02,halt_triggered,,,6.0,-0.2157,102160.7,80120.95999999999,,,,,
2025-07-02,halt_triggered,,,6.0,-0.2902,102160.7,72514.09,,,,,
2025-07-21,halt_resumed,,,6.0,-0.2644,102160.7,75151.79000000001,,,,,
2025-07-22,halt_triggered,,,6.0,-0.2644,102160.7,75151.79000000001,,,,,
2025-09-23,halt_triggered,,,6.0,-0.2822,102160.7,73332.48999999999,,,,,
2025-09-25,halt_resumed,,,6.0,-0.2076,102160.7,80951.56,,,,,
2025-09-26,halt_triggered,,,6.0,-0.2076,102160.7,80951.56,,,,,
2025-12-02,halt_triggered,,,6.0,-0.2036,102160.7,81359.88,,,,,
2026-02-04,halt_triggered,,,6.0,-0.2073,102160.7,80983.17,,,,,
2026-02-10,,,,1.0,,,,BDX,overnight_gap_down_20.0pct,165.98,,
2026-03-06,halt_resumed,,,6.0,-0.1535,102160.7,86481.63,,,,,
2026-04-29,,,,1.0,,,,TER,overnight_gap_down_17.3pct,314.535,,
2022-05-09,dispersion_cb_triggered_dec128,4.4353,0.043401,,,,,,,,,
2022-08-11,halt_triggered,,,6.0,-0.2102,100000.0,78981.31,,,,,
2022-10-11,halt_triggered,,,6.0,-0.2266,100000.0,77340.55,,,,,
2022-12-13,halt_triggered,,,6.0,-0.2239,100000.0,77613.54000000001,,,,,
2023-02-14,halt_triggered,,,6.0,-0.2239,100000.0,77613.54000000001,,,,,
2023-04-18,halt_triggered,,,6.0,-0.2502,100000.0,74983.92,,,,,
2023-06-21,halt_triggered,,,6.0,-0.2496,100000.0,75042.52,,,,,
2023-08-22,halt_triggered,,,6.0,-0.2399,100000.0,76008.66,,,,,
2023-10-24,halt_triggered,,,6.0,-0.2787,100000.0,72127.48,,,,,
2023-11-08,,,,1.0,,,,YOU,overnight_gap_up_17.8pct,20.92,,
2023-12-27,halt_triggered,,,6.0,-0.328,100000.0,67198.08,,,,,
2024-02-27,halt_triggered,,,6.0,-0.4812,100000.0,51876.95,,,,,
2024-04-16,halt_resumed,,,6.0,-0.4601,100000.0,53990.72,,,,,
2024-04-17,halt_triggered,,,6.0,-0.4601,100000.0,53990.72,,,,,
2024-06-18,halt_triggered,,,6.0,-0.4824,100000.0,51759.99,,,,,
2024-06-27,halt_resumed,,,6.0,-0.4669,100000.0,53311.69,,,,,
2024-06-28,halt_triggered,,,6.0,-0.477,100000.0,52304.48,,,,,
2024-07-17,halt_resumed,,,6.0,-0.4541,100000.0,54586.73,,,,,
2024-07-18,halt_triggered,,,6.0,-0.4541,100000.0,54586.73,,,,,
2024-09-17,halt_triggered,,,6.0,-0.4583,100000.0,54166.33,,,,,
2024-11-07,,,,1.0,,,,YOU,overnight_gap_down_18.8pct,31.24,,
2024-11-19,halt_triggered,,,6.0,-0.4533,100000.0,54667.7,,,,,
2025-01-22,halt_triggered,,,6.0,-0.4592,100000.0,54077.47,,,,,
2025-03-25,halt_triggered,,,6.0,-0.4522,100000.0,54783.87,,,,,
2025-04-04,,,,5.0,,,,SPY,vix_crisis_45.3,,tighten_stop,582.2834999999999
2025-04-04,,,,5.0,,,,COR,vix_crisis_45.3,,tighten_stop,274.892
2025-04-04,,,,5.0,,,,WEC,vix_crisis_45.3,,tighten_stop,103.531
2025-04-04,,,,5.0,,,,GFL,vix_crisis_45.3,,tighten_stop,46.35999999999999
2025-04-04,,,,5.0,,,,GEO,vix_crisis_45.3,,tighten_stop,28.88
2025-04-04,,,,5.0,,,,FI,vix_crisis_45.3,,tighten_stop,214.8425
2025-04-04,,,,5.0,,,,ABBV,vix_crisis_45.3,,tighten_stop,199.044
2025-04-04,,,,5.0,,,,OR,vix_crisis_45.3,,tighten_stop,20.102
2025-04-04,,,,5.0,,,,MGY,vix_crisis_45.3,,tighten_stop,24.434
2025-04-07,,,,5.0,,,,COR,vix_crisis_47.0,,tighten_stop,274.892
2025-05-28,halt_triggered,,,6.0,-0.467,100000.0,53295.65,,,,,
2025-07-29,halt_triggered,,,6.0,-0.4858,100000.0,51423.14,,,,,
2025-08-01,,,,1.0,,,,FLR,overnight_gap_down_25.4pct,42.345,,
2025-09-30,halt_triggered,,,6.0,-0.5672,100000.0,43284.7,,,,,
2025-12-02,halt_triggered,,,6.0,-0.5733,100000.0,42672.33,,,,,
2026-01-27,halt_resumed,,,6.0,-0.5528,100000.0,44717.4,,,,,
2026-01-28,halt_triggered,,,6.0,-0.5529,100000.0,44709.43,,,,,
2026-03-31,halt_triggered,,,6.0,-0.5502,100000.0,44977.85,,,,,
2026-04-01,halt_resumed,,,6.0,-0.5383,100000.0,46169.07,,,,,
2026-04-01,dispersion_cb_triggered_dec128,3.2475,0.062452,,,,,,,,,
2026-04-02,halt_triggered,,,6.0,-0.5383,100000.0,46169.07,,,,,
2022-08-04,dispersion_cb_triggered_dec128,4.6034,0.054263,,,,,,,,,
2022-08-09,halt_triggered,,,6.0,-0.202,100000.0,79804.38,,,,,
2022-10-11,halt_triggered,,,6.0,-0.2258,100000.0,77417.29000000001,,,,,
2022-12-13,halt_triggered,,,6.0,-0.234,100000.0,76604.1,,,,,
2023-01-09,halt_resumed,,,6.0,-0.1867,100000.0,81328.63,,,,,
2023-01-18,halt_triggered,,,6.0,-0.2123,100000.0,78768.54000000001,,,,,
2023-03-21,halt_triggered,,,6.0,-0.2465,100000.0,75347.13,,,,,
2023-05-23,halt_triggered,,,6.0,-0.2415,100000.0,75847.31,,,,,
2023-06-01,,,,1.0,,,,AI,overnight_gap_down_18.1pct,32.76,,
2023-07-25,halt_triggered,,,6.0,-0.2664,100000.0,73363.66,,,,,
2023-09-26,halt_triggered,,,6.0,-0.2534,100000.0,74662.18,,,,,
2023-10-25,,,,1.0,,,,CHX,overnight_gap_down_12.3pct,29.62,,
2023-11-28,halt_triggered,,,6.0,-0.2655,100000.0,73454.36,,,,,
2024-01-30,halt_triggered,,,6.0,-0.2636,100000.0,73636.73,,,,,
2024-02-07,,,,1.0,,,,YUMC,overnight_gap_up_13.0pct,42.3,,
2024-02-07,halt_resumed,,,6.0,-0.2352,100000.0,76479.57,,,,,
2024-02-08,halt_triggered,,,6.0,-0.2453,100000.0,75471.19,,,,,
2024-02-29,,,,1.0,,,,HRL,overnight_gap_up_12.7pct,34.76,,
2024-04-09,halt_triggered,,,6.0,-0.2639,100000.0,73609.23,,,,,
2024-06-06,halt_resumed,,,6.0,-0.2251,100000.0,77491.9,,,,,
2024-06-07,halt_triggered,,,6.0,-0.2352,100000.0,76484.72,,,,,
2024-07-25,halt_resumed,,,6.0,-0.1902,100000.0,80979.01,,,,,
2024-08-02,halt_triggered,,,6.0,-0.2083,100000.0,79173.48,,,,,
2024-10-02,halt_triggered,,,6.0,-0.271,100000.0,72895.22,,,,,
2024-12-03,halt_triggered,,,6.0,-0.3067,100000.0,69327.98999999999,,,,,
2025-02-04,halt_triggered,,,6.0,-0.3061,100000.0,69387.77,,,,,
2025-04-04,,,,5.0,,,,SPY,vix_crisis_45.3,,tighten_stop,582.2834999999999
2025-04-04,,,,5.0,,,,EVRI,vix_crisis_45.3,,tighten_stop,13.1195
2025-04-04,,,,5.0,,,,NI,vix_crisis_45.3,,tighten_stop,39.1685
2025-04-04,,,,5.0,,,,WELL,vix_crisis_45.3,,tighten_stop,149.017
2025-04-04,,,,5.0,,,,GDX,vix_crisis_45.3,,tighten_stop,43.6715
2025-04-04,,,,5.0,,,,GL,vix_crisis_45.3,,tighten_stop,126.4355
2025-04-04,halt_resumed,,,6.0,-0.2774,100000.0,72260.28,,,,,
2025-04-07,,,,5.0,,,,EVRI,vix_crisis_47.0,,tighten_stop,13.1195
2025-04-07,halt_triggered,,,6.0,-0.2774,100000.0,72260.28,,,,,
2025-04-08,,,,5.0,,,,EVRI,vix_crisis_52.3,,tighten_stop,13.1195
2025-04-10,,,,5.0,,,,EVRI,vix_crisis_40.7,,tighten_stop,13.1195
2025-06-09,halt_triggered,,,6.0,-0.2774,100000.0,72260.28,,,,,
2025-08-11,halt_triggered,,,6.0,-0.2875,100000.0,71251.55,,,,,
2025-10-13,halt_triggered,,,6.0,-0.2914,100000.0,70859.4,,,,,
2025-12-15,halt_triggered,,,6.0,-0.343,100000.0,65698.03,,,,,
2026-02-17,halt_triggered,,,6.0,-0.3299,100000.0,67012.7,,,,,
2026-04-21,halt_triggered,,,6.0,-0.3362,100000.0,66375.4,,,,,
2022-05-09,dispersion_cb_triggered_dec128,4.8567,0.051766,,,,,,,,,
2022-05-12,dispersion_cb_triggered_dec128,3.8119,0.059371,,,,,,,,,
2022-07-05,dispersion_cb_triggered_dec128,3.7681,0.04797,,,,,,,,,
2022-08-03,dispersion_cb_triggered_dec128,3.6053,0.034959,,,,,,,,,
2022-09-06,dispersion_cb_triggered_dec128,10.0,0.11261,,,,,,,,,
2022-11-04,dispersion_cb_triggered_dec128,4.0926,0.043484,,,,,,,,,
2022-11-09,dispersion_cb_triggered_dec128,7.031,0.073282,,,,,,,,,
2022-11-10,,,,1.0,,,,RDFN,overnight_gap_up_21.4pct,3.97,,
2022-11-16,,,,1.0,,,,TGT,overnight_gap_down_16.3pct,149.85,,
2022-11-18,,,,1.0,,,,ISEE,overnight_gap_up_19.1pct,20.54,,
2023-01-24,halt_triggered,,,6.0,-0.204,100000.0,79596.22,,,,,
2023-03-28,halt_triggered,,,6.0,-0.2018,100000.0,79823.01,,,,,
2023-05-31,halt_triggered,,,6.0,-0.2227,100000.0,77732.51,,,,,
2023-08-01,halt_triggered,,,6.0,-0.257,100000.0,74295.70999999999,,,,,
2023-10-03,halt_triggered,,,6.0,-0.2564,100000.0,74357.99,,,,,
2023-11-15,,,,1.0,,,,TGT,overnight_gap_up_13.8pct,126.08,,
2023-12-04,dispersion_cb_triggered_dec128,10.0,0.312494,,,,,,,,,
2023-12-05,halt_triggered,,,6.0,-0.2763,100000.0,72374.6,,,,,
2024-01-02,halt_resumed,,,6.0,-0.2365,100000.0,76348.79000000001,,,,,
2024-01-03,halt_triggered,,,6.0,-0.2365,100000.0,76348.79000000001,,,,,
2024-03-05,halt_triggered,,,6.0,-0.272,100000.0,72803.35,,,,,
2024-03-15,,,,1.0,,,,JBL,overnight_gap_down_12.7pct,128.73,,
2024-05-07,halt_triggered,,,6.0,-0.305,100000.0,69503.27,,,,,
2024-06-07,,,,1.0,,,,SMTC,overnight_gap_down_20.6pct,30.17,,
2024-07-09,halt_triggered,,,6.0,-0.3438,100000.0,65624.98999999999,,,,,
2024-07-31,halt_resumed,,,6.0,-0.2856,100000.0,71438.57,,,,,
2024-08-01,halt_triggered,,,6.0,-0.2958,100000.0,70423.38,,,,,
2024-08-07,halt_resumed,,,6.0,-0.2722,100000.0,72781.86,,,,,
2024-08-08,halt_triggered,,,6.0,-0.2722,100000.0,72781.86,,,,,
2024-10-08,halt_triggered,,,6.0,-0.3296,100000.0,67038.32,,,,,
2024-10-17,,,,1.0,,,,ELV,overnight_gap_down_18.5pct,404.905,,
2024-12-10,halt_triggered,,,6.0,-0.347,100000.0,65296.51,,,,,
2025-02-03,halt_resumed,,,6.0,-0.3289,100000.0,67105.55,,,,,
2025-02-04,halt_triggered,,,6.0,-0.3289,100000.0,67105.55,,,,,
2025-02-06,,,,1.0,,,,RBLX,overnight_gap_down_20.3pct,60.135,,
2025-02-06,halt_resumed,,,6.0,-0.2801,100000.0,71986.2,,,,,
2025-02-07,halt_triggered,,,6.0,-0.2801,100000.0,71986.2,,,,,
2025-03-10,halt_resumed,,,6.0,-0.2189,100000.0,78110.03,,,,,
2025-03-10,dispersion_cb_triggered_dec128,9.1572,0.100069,,,,,,,,,
2025-03-11,halt_triggered,,,6.0,-0.2189,100000.0,78110.03,,,,,
2025-04-04,,,,5.0,,,,GLD,vix_crisis_45.3,,tighten_stop,273.752
2025-04-04,,,,5.0,,,,SPY,vix_crisis_45.3,,tighten_stop,582.2834999999999
2025-04-04,,,,5.0,,,,ABT,vix_crisis_45.3,,tighten_stop,133.209
2025-04-04,,,,5.0,,,,DHR,vix_crisis_45.3,,tighten_stop,207.795
2025-04-04,,,,5.0,,,,AON,vix_crisis_45.3,,tighten_stop,388.854
2025-04-04,,,,5.0,,,,ORLA,vix_crisis_45.3,,tighten_stop,9.082
2025-04-04,halt_resumed,,,6.0,-0.1785,100000.0,82151.45,,,,,
2025-04-07,,,,5.0,,,,GLD,vix_crisis_47.0,,tighten_stop,273.752
2025-04-08,,,,5.0,,,,WWW,vix_crisis_52.3,,tighten_stop,12.156585
2025-04-08,,,,5.0,,,,CORT,vix_crisis_52.3,,tighten_stop,74.290285
2025-04-08,,,,5.0,,,,MHK,vix_crisis_52.3,,tighten_stop,109.47804
2025-04-08,,,,5.0,,,,BG,vix_crisis_52.3,,tighten_stop,76.044465
2025-04-10,,,,5.0,,,,UNH,vix_crisis_40.7,,tighten_stop,552.21543
2025-04-15,halt_triggered,,,6.0,-0.2087,100000.0,79125.91,,,,,
2025-04-17,,,,1.0,,,,UNH,overnight_gap_down_17.6pct,481.95,,
2025-06-06,halt_resumed,,,6.0,-0.1842,100000.0,81582.9,,,,,
2025-06-23,halt_triggered,,,6.0,-0.2144,100000.0,78561.36,,,,,
2025-08-25,halt_triggered,,,6.0,-0.2583,100000.0,74173.26000000001,,,,,
2025-10-27,halt_triggered,,,6.0,-0.2673,100000.0,73274.07,,,,,
2025-12-29,halt_triggered,,,6.0,-0.2818,100000.0,71820.25,,,,,
2026-03-02,halt_triggered,,,6.0,-0.279,100000.0,72100.81,,,,,
2026-04-24,halt_resumed,,,6.0,-0.2333,100000.0,76667.62,,,,,
2026-04-27,halt_triggered,,,6.0,-0.2333,100000.0,76667.62,,,,,
2022-06-02,,,,1.0,,,,CHWY,overnight_gap_up_15.3pct,27.09,,
2022-08-04,dispersion_cb_triggered_dec128,4.2235,0.041434,,,,,,,,,
2022-08-16,dispersion_cb_triggered_dec128,3.1151,0.043616,,,,,,,,,
2022-08-22,dispersion_cb_triggered_dec128,4.1545,0.056478,,,,,,,,,
2022-09-23,halt_triggered,,,6.0,-0.204,100000.0,79601.77,,,,,
2022-09-28,,,,1.0,,,,BIIB,overnight_gap_up_43.1pct,282.96,,
2022-12-01,halt_triggered,,,6.0,-0.2383,100000.0,76171.05,,,,,
2023-01-09,halt_resumed,,,6.0,-0.2011,100000.0,79894.23,,,,,
2023-01-09,dispersion_cb_triggered_dec128,3.0899,0.046285,,,,,,,,,
2023-01-10,halt_triggered,,,6.0,-0.2011,100000.0,79894.23,,,,,
2023-03-17,halt_triggered,,,6.0,-0.2093,100000.0,79074.17,,,,,
2023-05-19,halt_triggered,,,6.0,-0.2002,100000.0,79981.70999999999,,,,,
2023-07-19,halt_triggered,,,6.0,-0.2012,100000.0,79876.83,,,,,
2023-09-19,halt_triggered,,,6.0,-0.2248,100000.0,77521.99,,,,,
2023-11-21,halt_triggered,,,6.0,-0.2639,100000.0,73608.13,,,,,
2024-01-16,halt_resumed,,,6.0,-0.1745,100000.0,82550.03,,,,,
2024-02-21,,,,1.0,,,,GLBE,overnight_gap_down_15.7pct,34.0,,
2024-02-22,dispersion_cb_triggered_dec128,4.8112,0.044174,,,,,,,,,
2024-02-28,halt_triggered,,,6.0,-0.2028,100000.0,79717.65,,,,,
2024-04-30,halt_triggered,,,6.0,-0.255,100000.0,74499.99,,,,,
2024-07-02,halt_triggered,,,6.0,-0.2707,100000.0,72930.67,,,,,
2024-09-04,halt_triggered,,,6.0,-0.3046,100000.0,69541.08,,,,,
2024-09-10,halt_resumed,,,6.0,-0.2862,100000.0,71378.77,,,,,
2024-09-11,halt_triggered,,,6.0,-0.2862,100000.0,71378.77,,,,,
2024-11-01,halt_resumed,,,6.0,-0.264,100000.0,73600.78,,,,,
2024-11-04,halt_triggered,,,6.0,-0.264,100000.0,73600.78,,,,,
2024-11-05,,,,1.0,,,,GFS,overnight_gap_up_16.5pct,41.952,,
2024-11-07,,,,1.0,,,,MKSI,overnight_gap_up_14.0pct,117.75,,
2025-01-06,halt_triggered,,,6.0,-0.3038,100000.0,69615.23,,,,,
2025-03-10,halt_triggered,,,6.0,-0.3174,100000.0,68257.92,,,,,
2025-04-04,,,,5.0,,,,HYG,vix_crisis_45.3,,tighten_stop,74.6865
2025-04-04,,,,5.0,,,,TW,vix_crisis_45.3,,tighten_stop,141.56900000000002
2025-04-04,halt_resumed,,,6.0,-0.2691,100000.0,73090.45999999999,,,,,
2025-04-07,halt_triggered,,,6.0,-0.2691,100000.0,73090.45999999999,,,,,
2025-06-09,halt_triggered,,,6.0,-0.2691,100000.0,73090.45999999999,,,,,
2025-08-11,halt_triggered,,,6.0,-0.2732,100000.0,72682.78,,,,,
2025-08-13,,,,1.0,,,,SMWB,overnight_gap_up_19.3pct,8.47,,
2025-10-13,halt_triggered,,,6.0,-0.3297,100000.0,67032.45999999999,,,,,
2025-12-15,halt_triggered,,,6.0,-0.3443,100000.0,65569.84,,,,,
2026-02-17,halt_triggered,,,6.0,-0.3559,100000.0,64412.72,,,,,
2026-02-18,,,,1.0,,,,GLBE,overnight_gap_up_22.8pct,36.48,,
2026-04-21,halt_triggered,,,6.0,-0.4051,100000.0,59486.19,,,,,
2022-06-17,dispersion_cb_triggered_dec128,3.5468,0.049095,,,,,,,,,
2022-07-28,dispersion_cb_triggered_dec128,3.8535,0.061611,,,,,,,,,
2022-08-22,halt_triggered,,,6.0,-0.2161,101749.45,79761.57,,,,,
2022-10-24,halt_triggered,,,6.0,-0.2157,101749.45,79800.02,,,,,
2022-12-27,halt_triggered,,,6.0,-0.2004,101749.45,81363.64,,,,,
2023-02-28,halt_triggered,,,6.0,-0.2104,101749.45,80344.08,,,,,
2023-05-02,halt_triggered,,,6.0,-0.239,101749.45,77432.22,,,,,
2023-07-05,halt_triggered,,,6.0,-0.2549,101749.45,75817.76000000001,,,,,
2023-09-06,halt_triggered,,,6.0,-0.2729,101749.45,73983.83,,,,,
2023-09-22,halt_resumed,,,6.0,-0.2297,101749.45,78373.38,,,,,
2023-09-25,halt_triggered,,,6.0,-0.2355,101749.45,77784.48,,,,,
2023-10-04,halt_resumed,,,6.0,-0.2031,101749.45,81083.55,,,,,
2023-10-05,halt_triggered,,,6.0,-0.2031,101749.45,81083.55,,,,,
2023-12-04,halt_resumed,,,6.0,-0.1645,101749.45,85009.36,,,,,
2024-01-02,halt_triggered,,,6.0,-0.2114,101749.45,80241.6,,,,,
2024-01-08,,,,1.0,,,,EXEL,overnight_gap_down_12.4pct,20.36,,
2024-03-05,halt_triggered,,,6.0,-0.2392,101749.45,77407.64,,,,,
2024-04-01,halt_resumed,,,6.0,-0.1786,101749.45,83580.9,,,,,
2024-04-18,halt_triggered,,,6.0,-0.2027,101749.45,81124.76,,,,,
2024-06-18,halt_triggered,,,6.0,-0.225,101749.45,78856.83,,,,,
2024-08-07,halt_resumed,,,6.0,-0.1732,101749.45,84129.59,,,,,
2024-08-13,halt_triggered,,,6.0,-0.2144,101749.45,79935.92,,,,,
2024-10-15,halt_triggered,,,6.0,-0.2476,101749.45,76558.08,,,,,
2024-12-17,halt_triggered,,,6.0,-0.2457,101749.45,76747.84,,,,,
2025-02-14,halt_resumed,,,6.0,-0.1912,101749.45,82291.43,,,,,
2025-02-18,halt_triggered,,,6.0,-0.2011,101749.45,81284.20999999999,,,,,
2025-04-04,,,,5.0,,,,IEF,vix_crisis_45.3,,tighten_stop,93.3975
2025-04-04,,,,5.0,,,,PG,vix_crisis_45.3,,tighten_stop,170.71499999999995
2025-04-04,,,,5.0,,,,MPLX,vix_crisis_45.3,,tighten_stop,51.9175
2025-04-04,,,,5.0,,,,WM,vix_crisis_45.3,,tighten_stop,224.9885
2025-04-04,,,,5.0,,,,SPY,vix_crisis_45.3,,tighten_stop,582.2834999999999
2025-04-04,,,,5.0,,,,TJX,vix_crisis_45.3,,tighten_stop,120.84
2025-04-04,,,,5.0,,,,EXEL,vix_crisis_45.3,,tighten_stop,37.19725
2025-04-04,halt_resumed,,,6.0,-0.1561,101749.45,85861.41,,,,,
2025-04-07,,,,5.0,,,,WM,vix_crisis_47.0,,tighten_stop,224.9885
2025-04-07,,,,5.0,,,,TJX,vix_crisis_47.0,,tighten_stop,120.84
2025-04-08,,,,5.0,,,,UWMC,vix_crisis_52.3,,tighten_stop,5.372745
2025-04-08,,,,5.0,,,,CF,vix_crisis_52.3,,tighten_stop,77.26887
2025-04-08,,,,5.0,,,,GILD,vix_crisis_52.3,,tighten_stop,100.21721
2025-04-08,,,,5.0,,,,JKHY,vix_crisis_52.3,,tighten_stop,178.96557
2025-04-08,,,,5.0,,,,SSRM,vix_crisis_52.3,,tighten_stop,9.2272
2025-04-08,,,,5.0,,,,CPT,vix_crisis_52.3,,tighten_stop,115.83820500000002
2025-04-09,dispersion_cb_triggered_dec128,4.4274,0.07013,,,,,,,,,
2025-04-10,,,,5.0,,,,UWMC,vix_crisis_40.7,,tighten_stop,4.851
2025-04-10,,,,5.0,,,,JKHY,vix_crisis_40.7,,tighten_stop,171.717
2025-04-10,halt_triggered,,,6.0,-0.2002,101749.45,81379.98999999999,,,,,
2025-06-10,halt_triggered,,,6.0,-0.2002,101749.45,81377.68,,,,,
2025-08-12,halt_triggered,,,6.0,-0.2157,101749.45,79800.84,,,,,
2025-10-14,halt_triggered,,,6.0,-0.2169,101749.45,79683.86,,,,,
2025-11-07,,,,1.0,,,,RUN,overnight_gap_down_17.1pct,16.925,,
2025-12-16,halt_triggered,,,6.0,-0.2275,101749.45,78601.94,,,,,
2026-02-18,halt_triggered,,,6.0,-0.2673,101749.45,74550.17,,,,,
2026-03-11,halt_resumed,,,6.0,-0.2403,101749.45,77300.04,,,,,
2026-03-12,halt_triggered,,,6.0,-0.2403,101749.45,77300.04,,,,,
2026-04-21,halt_resumed,,,6.0,-0.205,101749.45,80894.95,,,,,
2026-04-22,halt_triggered,,,6.0,-0.205,101749.45,80894.95,,,,,
2022-05-06,dispersion_cb_triggered_dec128,3.0723,0.044989,,,,,,,,,
2022-05-09,dispersion_cb_triggered_dec128,3.0586,0.048585,,,,,,,,,
2022-05-11,dispersion_cb_triggered_dec128,4.6602,0.070363,,,,,,,,,
2022-05-24,dispersion_cb_triggered_dec128,3.22,0.074545,,,,,,,,,
2022-07-22,dispersion_cb_triggered_dec128,3.3083,0.065289,,,,,,,,,
2022-07-28,dispersion_cb_triggered_dec128,4.0721,0.076313,,,,,,,,,
2022-08-04,,,,1.0,,,,RELY,overnight_gap_up_14.2pct,12.0,,
2022-10-06,dispersion_cb_triggered_dec128,4.257,0.043847,,,,,,,,,
2022-10-11,dispersion_cb_triggered_dec128,7.7486,0.077127,,,,,,,,,
2022-10-21,halt_triggered,,,6.0,-0.2047,111530.7,88703.36,,,,,
2022-11-08,,,,1.0,,,,OSH,overnight_gap_up_12.6pct,21.02,,
2022-11-08,halt_resumed,,,6.0,-0.1732,111530.7,92209.57,,,,,
2022-11-10,,,,1.0,,,,U,overnight_gap_up_14.0pct,24.5,,
2022-11-10,dispersion_cb_triggered_dec128,3.6139,0.064467,,,,,,,,,
2022-11-11,halt_triggered,,,6.0,-0.2026,111530.7,88932.95999999999,,,,,
2023-01-11,halt_triggered,,,6.0,-0.2276,111530.7,86142.02,,,,,
2023-03-13,dispersion_cb_triggered_dec128,10.0,0.389469,,,,,,,,,
2023-03-14,halt_triggered,,,6.0,-0.2448,111530.7,84227.8,,,,,
2023-05-16,halt_triggered,,,6.0,-0.2407,111530.7,84681.72,,,,,
2023-07-18,halt_triggered,,,6.0,-0.2474,111530.7,83936.56,,,,,
2023-07-26,,,,1.0,,,,SNAP,overnight_gap_down_17.2pct,10.36,,
2023-09-19,halt_triggered,,,6.0,-0.3148,111530.7,76416.45,,,,,
2023-10-03,halt_resumed,,,6.0,-0.2964,111530.7,78468.45,,,,,
2023-10-04,halt_triggered,,,6.0,-0.2964,111530.7,78468.45,,,,,
2023-12-05,halt_triggered,,,6.0,-0.3376,111530.7,73874.53,,,,,
2024-01-05,halt_resumed,,,6.0,-0.3146,111530.7,76445.8,,,,,
2024-01-08,halt_triggered,,,6.0,-0.3146,111530.7,76445.8,,,,,
2024-02-07,,,,1.0,,,,SNAP,overnight_gap_down_31.1pct,12.03,,
2024-03-11,halt_triggered,,,6.0,-0.3319,111530.7,74513.45,,,,,
2024-04-02,halt_resumed,,,6.0,-0.2884,111530.7,79363.22,,,,,
2024-04-03,halt_triggered,,,6.0,-0.2884,111530.7,79363.22,,,,,
2024-06-04,halt_triggered,,,6.0,-0.3155,111530.7,76341.20999999999,,,,,
2024-07-29,,,,1.0,,,,SNDX,overnight_gap_down_14.4pct,20.97,,
2024-08-05,halt_resumed,,,6.0,-0.2753,111530.7,80831.79000000001,,,,,
2024-08-06,halt_triggered,,,6.0,-0.2753,111530.7,80831.79000000001,,,,,
2024-10-08,halt_triggered,,,6.0,-0.264,111530.7,82087.66,,,,,
2024-12-10,halt_triggered,,,6.0,-0.2672,111530.7,81734.89,,,,,
2025-01-07,halt_resumed,,,6.0,-0.1973,111530.7,89523.71,,,,,
2025-01-27,dispersion_cb_triggered_dec128,6.8718,0.144447,,,,,,,,,
2025-02-20,,,,1.0,,,,NVRI,overnight_gap_down_15.0pct,7.42,,
2025-03-03,halt_triggered,,,6.0,-0.2062,111530.7,88530.82,,,,,
2025-03-06,,,,1.0,,,,MRVL,overnight_gap_down_17.8pct,74.08,,
2025-04-04,,,,5.0,,,,BK,vix_crisis_45.3,,tighten_stop,84.5025
2025-04-04,,,,5.0,,,,WMB,vix_crisis_45.3,,tighten_stop,58.52
2025-04-04,,,,5.0,,,,EPRT,vix_crisis_45.3,,tighten_stop,32.7655
2025-04-04,,,,5.0,,,,AEP,vix_crisis_45.3,,tighten_stop,103.8065
2025-04-04,,,,5.0,,,,CMCSA,vix_crisis_45.3,,tighten_stop,34.8495
2025-04-04,,,,5.0,,,,REG,vix_crisis_45.3,,tighten_stop,73.853
2025-04-04,,,,5.0,,,,JNJ,vix_crisis_45.3,,tighten_stop,159.31499999999997
2025-04-04,,,,5.0,,,,PGR,vix_crisis_45.3,,tighten_stop,276.659
2025-04-04,,,,5.0,,,,LKQ,vix_crisis_45.3,,tighten_stop,41.8475
2025-04-04,,,,5.0,,,,URI,vix_crisis_45.3,,tighten_stop,620.7284999999999
2025-04-04,,,,5.0,,,,ACIW,vix_crisis_45.3,,tighten_stop,54.4825
2025-04-04,halt_resumed,,,6.0,-0.0794,111530.7,102677.83,,,,,
2025-04-07,,,,5.0,,,,AEP,vix_crisis_47.0,,tighten_stop,103.8065
2025-04-08,,,,5.0,,,,HUMA,vix_crisis_52.3,,tighten_stop,1.3798050000000002
2025-04-08,,,,5.0,,,,GPC,vix_crisis_52.3,,tighten_stop,118.30665
2025-04-08,,,,5.0,,,,SNAP,vix_crisis_52.3,,tighten_stop,8.330805
2025-04-08,,,,5.0,,,,AHR,vix_crisis_52.3,,tighten_stop,27.8765
2025-04-09,dispersion_cb_triggered_dec128,3.7809,0.063495,,,,,,,,,
2025-04-10,,,,5.0,,,,BHC,vix_crisis_40.7,,tighten_stop,4.893315
2025-04-10,,,,5.0,,,,APD,vix_crisis_40.7,,tighten_stop,258.94281
