strategy,regime,sector,verdict,gates_passed,n_trades,gate_1_sample_size_value,gate_1_sample_size_passed,gate_2_bonferroni_value,gate_2_bonferroni_passed
avwap_252_breakout,neutral,Financials,INSUFFICIENT_SAMPLE,0,1,1,False,,
avwap_252_breakout,neutral,Health Care,INSUFFICIENT_SAMPLE,0,2,2,False,,
avwap_252_breakout,neutral,Information Technology,INSUFFICIENT_SAMPLE,0,1,1,False,,
avwap_252_breakout,neutral,Materials,INSUFFICIENT_SAMPLE,0,1,1,False,,
avwap_252_breakout,neutral,Unknown,INSUFFICIENT_SAMPLE,0,1,1,False,,
avwap_50_reclaim,bear,Broad Market,INSUFFICIENT_SAMPLE,0,1,1,False,,
avwap_50_reclaim,bear,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,15,15,False,,
avwap_50_reclaim,bear,Energy,INSUFFICIENT_SAMPLE,0,4,4,False,,
avwap_50_reclaim,bear,Financials,INSUFFICIENT_SAMPLE,0,19,19,False,,
avwap_50_reclaim,bear,Fixed Income,INSUFFICIENT_SAMPLE,0,1,1,False,,
avwap_50_reclaim,bear,Health Care,INSUFFICIENT_SAMPLE,0,20,20,False,,
avwap_50_reclaim,bear,Industrials,INSUFFICIENT_SAMPLE,0,15,15,False,,
avwap_50_reclaim,bear,Information Technology,INSUFFICIENT_SAMPLE,0,21,21,False,,
avwap_50_reclaim,bear,Materials,INSUFFICIENT_SAMPLE,0,4,4,False,,
avwap_50_reclaim,bear,Real Estate,INSUFFICIENT_SAMPLE,0,8,8,False,,
avwap_50_reclaim,bear,Unknown,INSUFFICIENT_SAMPLE,0,6,6,False,,
avwap_50_reclaim,bear,Utilities,INSUFFICIENT_SAMPLE,0,2,2,False,,
avwap_50_reclaim,bull,Communication Services,INSUFFICIENT_SAMPLE,0,5,5,False,,
avwap_50_reclaim,bull,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,12,12,False,,
avwap_50_reclaim,bull,Consumer Staples,INSUFFICIENT_SAMPLE,0,7,7,False,,
avwap_50_reclaim,bull,Energy,INSUFFICIENT_SAMPLE,0,8,8,False,,
avwap_50_reclaim,bull,Financials,INSUFFICIENT_SAMPLE,0,13,13,False,,
avwap_50_reclaim,bull,Health Care,INSUFFICIENT_SAMPLE,0,24,24,False,,
avwap_50_reclaim,bull,Industrials,INSUFFICIENT_SAMPLE,0,22,22,False,,
avwap_50_reclaim,bull,Information Technology,INSUFFICIENT_SAMPLE,0,23,23,False,,
avwap_50_reclaim,bull,Materials,INSUFFICIENT_SAMPLE,0,2,2,False,,
avwap_50_reclaim,bull,Real Estate,INSUFFICIENT_SAMPLE,0,6,6,False,,
avwap_50_reclaim,bull,Unknown,INSUFFICIENT_SAMPLE,0,6,6,False,,
avwap_50_reclaim,bull,Utilities,INSUFFICIENT_SAMPLE,0,3,3,False,,
avwap_50_reclaim,neutral,Communication Services,INSUFFICIENT_SAMPLE,0,1,1,False,,
avwap_50_reclaim,neutral,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,2,2,False,,
avwap_50_reclaim,neutral,Financials,INSUFFICIENT_SAMPLE,0,2,2,False,,
avwap_50_reclaim,neutral,Health Care,INSUFFICIENT_SAMPLE,0,2,2,False,,
avwap_50_reclaim,neutral,Industrials,INSUFFICIENT_SAMPLE,0,1,1,False,,
avwap_50_reclaim,neutral,Information Technology,INSUFFICIENT_SAMPLE,0,1,1,False,,
avwap_50_reclaim,neutral,Unknown,INSUFFICIENT_SAMPLE,0,1,1,False,,
awesome_oscillator,bear,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,3,3,False,,
awesome_oscillator,bear,Health Care,INSUFFICIENT_SAMPLE,0,8,8,False,,
awesome_oscillator,bear,Industrials,INSUFFICIENT_SAMPLE,0,3,3,False,,
awesome_oscillator,bear,Information Technology,INSUFFICIENT_SAMPLE,0,1,1,False,,
awesome_oscillator,bear,Materials,INSUFFICIENT_SAMPLE,0,2,2,False,,
awesome_oscillator,bull,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,3,3,False,,
awesome_oscillator,bull,Energy,INSUFFICIENT_SAMPLE,0,3,3,False,,
awesome_oscillator,bull,Financials,INSUFFICIENT_SAMPLE,0,3,3,False,,
awesome_oscillator,bull,Health Care,INSUFFICIENT_SAMPLE,0,3,3,False,,
awesome_oscillator,bull,Industrials,INSUFFICIENT_SAMPLE,0,5,5,False,,
awesome_oscillator,bull,Information Technology,INSUFFICIENT_SAMPLE,0,2,2,False,,
awesome_oscillator,bull,Unknown,INSUFFICIENT_SAMPLE,0,1,1,False,,
awesome_oscillator,neutral,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,1,1,False,,
awesome_oscillator,neutral,Financials,INSUFFICIENT_SAMPLE,0,1,1,False,,
awesome_oscillator,neutral,Health Care,INSUFFICIENT_SAMPLE,0,1,1,False,,
awesome_oscillator,neutral,Information Technology,INSUFFICIENT_SAMPLE,0,1,1,False,,
awesome_oscillator,neutral,Materials,INSUFFICIENT_SAMPLE,0,1,1,False,,
bollinger_lower,bear,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,1,1,False,,
bollinger_lower,bear,Financials,INSUFFICIENT_SAMPLE,0,1,1,False,,
bollinger_lower,bear,Health Care,INSUFFICIENT_SAMPLE,0,2,2,False,,
bollinger_lower,bear,Industrials,INSUFFICIENT_SAMPLE,0,1,1,False,,
bollinger_lower,bear,Information Technology,INSUFFICIENT_SAMPLE,0,1,1,False,,
bollinger_lower,bear,Unknown,INSUFFICIENT_SAMPLE,0,1,1,False,,
bollinger_lower,bull,Energy,INSUFFICIENT_SAMPLE,0,1,1,False,,
bollinger_lower,bull,Health Care,INSUFFICIENT_SAMPLE,0,2,2,False,,
bollinger_lower,bull,Industrials,INSUFFICIENT_SAMPLE,0,1,1,False,,
bollinger_lower,bull,Information Technology,INSUFFICIENT_SAMPLE,0,6,6,False,,
bollinger_lower,neutral,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,1,1,False,,
bollinger_lower,neutral,Health Care,INSUFFICIENT_SAMPLE,0,2,2,False,,
bollinger_lower,neutral,Information Technology,INSUFFICIENT_SAMPLE,0,1,1,False,,
bollinger_tight,bear,Communication Services,INSUFFICIENT_SAMPLE,0,1,1,False,,
bollinger_tight,bear,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,2,2,False,,
bollinger_tight,bear,Consumer Staples,INSUFFICIENT_SAMPLE,0,1,1,False,,
bollinger_tight,bear,Energy,INSUFFICIENT_SAMPLE,0,1,1,False,,
bollinger_tight,bear,Financials,INSUFFICIENT_SAMPLE,0,1,1,False,,
bollinger_tight,bear,Health Care,INSUFFICIENT_SAMPLE,0,3,3,False,,
bollinger_tight,bear,Industrials,INSUFFICIENT_SAMPLE,0,3,3,False,,
bollinger_tight,bear,Information Technology,INSUFFICIENT_SAMPLE,0,3,3,False,,
bollinger_tight,bear,Materials,INSUFFICIENT_SAMPLE,0,1,1,False,,
bollinger_tight,bear,Unknown,INSUFFICIENT_SAMPLE,0,3,3,False,,
bollinger_tight,bull,Communication Services,INSUFFICIENT_SAMPLE,0,1,1,False,,
bollinger_tight,bull,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,6,6,False,,
bollinger_tight,bull,Consumer Staples,INSUFFICIENT_SAMPLE,0,2,2,False,,
bollinger_tight,bull,Energy,INSUFFICIENT_SAMPLE,0,1,1,False,,
bollinger_tight,bull,Financials,INSUFFICIENT_SAMPLE,0,2,2,False,,
bollinger_tight,bull,Health Care,INSUFFICIENT_SAMPLE,0,13,13,False,,
bollinger_tight,bull,Industrials,INSUFFICIENT_SAMPLE,0,6,6,False,,
bollinger_tight,bull,Information Technology,INSUFFICIENT_SAMPLE,0,7,7,False,,
bollinger_tight,bull,Materials,INSUFFICIENT_SAMPLE,0,1,1,False,,
bollinger_tight,bull,Unknown,INSUFFICIENT_SAMPLE,0,1,1,False,,
bollinger_tight,bull,Utilities,INSUFFICIENT_SAMPLE,0,2,2,False,,
bollinger_tight,neutral,Communication Services,INSUFFICIENT_SAMPLE,0,1,1,False,,
bollinger_tight,neutral,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,1,1,False,,
bollinger_tight,neutral,Consumer Staples,INSUFFICIENT_SAMPLE,0,1,1,False,,
bollinger_tight,neutral,Financials,INSUFFICIENT_SAMPLE,0,1,1,False,,
bollinger_tight,neutral,Fixed Income,INSUFFICIENT_SAMPLE,0,2,2,False,,
bollinger_tight,neutral,Health Care,INSUFFICIENT_SAMPLE,0,1,1,False,,
bollinger_tight,neutral,Information Technology,INSUFFICIENT_SAMPLE,0,2,2,False,,
bollinger_tight,neutral,Unknown,INSUFFICIENT_SAMPLE,0,1,1,False,,
bollinger_upper_short,bull,Health Care,INSUFFICIENT_SAMPLE,0,1,1,False,,
break_retest_confluence,bear,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,1,1,False,,
break_retest_confluence,bear,Energy,INSUFFICIENT_SAMPLE,0,1,1,False,,
break_retest_confluence,bear,Financials,INSUFFICIENT_SAMPLE,0,2,2,False,,
break_retest_confluence,bear,Health Care,INSUFFICIENT_SAMPLE,0,1,1,False,,
break_retest_confluence,bear,Information Technology,INSUFFICIENT_SAMPLE,0,1,1,False,,
break_retest_confluence,bear,Materials,INSUFFICIENT_SAMPLE,0,2,2,False,,
break_retest_confluence,bear,Unknown,INSUFFICIENT_SAMPLE,0,1,1,False,,
break_retest_confluence,bull,Energy,INSUFFICIENT_SAMPLE,0,2,2,False,,
break_retest_confluence,bull,Industrials,INSUFFICIENT_SAMPLE,0,1,1,False,,
break_retest_confluence,bull,Information Technology,INSUFFICIENT_SAMPLE,0,1,1,False,,
break_retest_confluence,bull,Materials,INSUFFICIENT_SAMPLE,0,2,2,False,,
break_retest_confluence,neutral,Financials,INSUFFICIENT_SAMPLE,0,2,2,False,,
break_retest_confluence,neutral,Industrials,INSUFFICIENT_SAMPLE,0,2,2,False,,
break_retest_confluence,neutral,Utilities,INSUFFICIENT_SAMPLE,0,1,1,False,,
break_retest_volume,bear,Communication Services,INSUFFICIENT_SAMPLE,0,2,2,False,,
break_retest_volume,bear,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,6,6,False,,
break_retest_volume,bear,Energy,INSUFFICIENT_SAMPLE,0,2,2,False,,
break_retest_volume,bear,Financials,INSUFFICIENT_SAMPLE,0,5,5,False,,
break_retest_volume,bear,Health Care,INSUFFICIENT_SAMPLE,0,5,5,False,,
break_retest_volume,bear,Industrials,INSUFFICIENT_SAMPLE,0,3,3,False,,
break_retest_volume,bear,Information Technology,INSUFFICIENT_SAMPLE,0,3,3,False,,
break_retest_volume,bear,Materials,INSUFFICIENT_SAMPLE,0,1,1,False,,
break_retest_volume,bear,Real Estate,INSUFFICIENT_SAMPLE,0,1,1,False,,
break_retest_volume,bear,Unknown,INSUFFICIENT_SAMPLE,0,2,2,False,,
break_retest_volume,bear,Utilities,INSUFFICIENT_SAMPLE,0,1,1,False,,
break_retest_volume,bull,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,5,5,False,,
break_retest_volume,bull,Energy,INSUFFICIENT_SAMPLE,0,1,1,False,,
break_retest_volume,bull,Financials,INSUFFICIENT_SAMPLE,0,4,4,False,,
break_retest_volume,bull,Health Care,INSUFFICIENT_SAMPLE,0,10,10,False,,
break_retest_volume,bull,Industrials,INSUFFICIENT_SAMPLE,0,2,2,False,,
break_retest_volume,bull,Information Technology,INSUFFICIENT_SAMPLE,0,5,5,False,,
break_retest_volume,bull,Materials,INSUFFICIENT_SAMPLE,0,1,1,False,,
break_retest_volume,bull,Utilities,INSUFFICIENT_SAMPLE,0,1,1,False,,
break_retest_volume,neutral,Communication Services,INSUFFICIENT_SAMPLE,0,2,2,False,,
break_retest_volume,neutral,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,2,2,False,,
break_retest_volume,neutral,Health Care,INSUFFICIENT_SAMPLE,0,1,1,False,,
break_retest_volume,neutral,Industrials,INSUFFICIENT_SAMPLE,0,2,2,False,,
break_retest_volume,neutral,Information Technology,INSUFFICIENT_SAMPLE,0,2,2,False,,
break_retest_volume,neutral,Unknown,INSUFFICIENT_SAMPLE,0,1,1,False,,
bullish_engulfing_support,bear,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,1,1,False,,
bullish_engulfing_support,bear,Information Technology,INSUFFICIENT_SAMPLE,0,1,1,False,,
bullish_engulfing_support,bull,Financials,INSUFFICIENT_SAMPLE,0,1,1,False,,
bullish_engulfing_support,bull,Industrials,INSUFFICIENT_SAMPLE,0,1,1,False,,
bullish_engulfing_support,bull,Information Technology,INSUFFICIENT_SAMPLE,0,1,1,False,,
bullish_engulfing_support,bull,Real Estate,INSUFFICIENT_SAMPLE,0,1,1,False,,
bullish_engulfing_support,neutral,Financials,INSUFFICIENT_SAMPLE,0,1,1,False,,
bullish_engulfing_support,neutral,Industrials,INSUFFICIENT_SAMPLE,0,1,1,False,,
buyback_8k_recent_long,bear,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,1,1,False,,
buyback_8k_recent_long,bear,Energy,INSUFFICIENT_SAMPLE,0,1,1,False,,
buyback_8k_recent_long,bear,Health Care,INSUFFICIENT_SAMPLE,0,2,2,False,,
buyback_8k_recent_long,bear,Industrials,INSUFFICIENT_SAMPLE,0,1,1,False,,
buyback_8k_recent_long,bear,Information Technology,INSUFFICIENT_SAMPLE,0,1,1,False,,
buyback_8k_recent_long,bull,Communication Services,INSUFFICIENT_SAMPLE,0,2,2,False,,
buyback_8k_recent_long,bull,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,3,3,False,,
buyback_8k_recent_long,bull,Energy,INSUFFICIENT_SAMPLE,0,1,1,False,,
buyback_8k_recent_long,bull,Financials,INSUFFICIENT_SAMPLE,0,1,1,False,,
buyback_8k_recent_long,bull,Health Care,INSUFFICIENT_SAMPLE,0,11,11,False,,
buyback_8k_recent_long,bull,Industrials,INSUFFICIENT_SAMPLE,0,10,10,False,,
buyback_8k_recent_long,bull,Information Technology,INSUFFICIENT_SAMPLE,0,6,6,False,,
buyback_8k_recent_long,bull,Materials,INSUFFICIENT_SAMPLE,0,1,1,False,,
buyback_8k_recent_long,bull,Real Estate,INSUFFICIENT_SAMPLE,0,1,1,False,,
buyback_8k_recent_long,bull,Utilities,INSUFFICIENT_SAMPLE,0,1,1,False,,
buyback_8k_recent_long,neutral,Communication Services,INSUFFICIENT_SAMPLE,0,1,1,False,,
buyback_8k_recent_long,neutral,Health Care,INSUFFICIENT_SAMPLE,0,1,1,False,,
buyback_8k_recent_long,neutral,Industrials,INSUFFICIENT_SAMPLE,0,1,1,False,,
camarilla_r3_breakout,bear,Communication Services,INSUFFICIENT_SAMPLE,0,2,2,False,,
camarilla_r3_breakout,bear,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,4,4,False,,
camarilla_r3_breakout,bear,Energy,INSUFFICIENT_SAMPLE,0,2,2,False,,
camarilla_r3_breakout,bear,Financials,INSUFFICIENT_SAMPLE,0,1,1,False,,
camarilla_r3_breakout,bear,Health Care,INSUFFICIENT_SAMPLE,0,2,2,False,,
camarilla_r3_breakout,bear,Industrials,INSUFFICIENT_SAMPLE,0,2,2,False,,
camarilla_r3_breakout,bear,Information Technology,INSUFFICIENT_SAMPLE,0,4,4,False,,
camarilla_r3_breakout,bull,Communication Services,INSUFFICIENT_SAMPLE,0,2,2,False,,
camarilla_r3_breakout,bull,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,6,6,False,,
camarilla_r3_breakout,bull,Health Care,INSUFFICIENT_SAMPLE,0,8,8,False,,
camarilla_r3_breakout,bull,Industrials,INSUFFICIENT_SAMPLE,0,3,3,False,,
camarilla_r3_breakout,bull,Information Technology,INSUFFICIENT_SAMPLE,0,7,7,False,,
camarilla_r3_breakout,bull,Utilities,INSUFFICIENT_SAMPLE,0,1,1,False,,
camarilla_r3_breakout,neutral,Energy,INSUFFICIENT_SAMPLE,0,1,1,False,,
camarilla_s3_bounce,bull,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,1,1,False,,
cmf_flip,bear,Broad Market,INSUFFICIENT_SAMPLE,0,2,2,False,,
cmf_flip,bear,Communication Services,INSUFFICIENT_SAMPLE,0,1,1,False,,
cmf_flip,bear,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,3,3,False,,
cmf_flip,bear,Energy,INSUFFICIENT_SAMPLE,0,2,2,False,,
cmf_flip,bear,Financials,INSUFFICIENT_SAMPLE,0,6,6,False,,
cmf_flip,bear,Health Care,INSUFFICIENT_SAMPLE,0,9,9,False,,
cmf_flip,bear,Industrials,INSUFFICIENT_SAMPLE,0,9,9,False,,
cmf_flip,bear,Information Technology,INSUFFICIENT_SAMPLE,0,16,16,False,,
cmf_flip,bear,Materials,INSUFFICIENT_SAMPLE,0,4,4,False,,
cmf_flip,bear,Real Estate,INSUFFICIENT_SAMPLE,0,1,1,False,,
cmf_flip,bear,Unknown,INSUFFICIENT_SAMPLE,0,2,2,False,,
cmf_flip,bull,Communication Services,INSUFFICIENT_SAMPLE,0,3,3,False,,
cmf_flip,bull,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,5,5,False,,
cmf_flip,bull,Energy,INSUFFICIENT_SAMPLE,0,1,1,False,,
cmf_flip,bull,Financials,INSUFFICIENT_SAMPLE,0,7,7,False,,
cmf_flip,bull,Health Care,INSUFFICIENT_SAMPLE,0,17,17,False,,
cmf_flip,bull,Industrials,INSUFFICIENT_SAMPLE,0,6,6,False,,
cmf_flip,bull,Information Technology,INSUFFICIENT_SAMPLE,0,10,10,False,,
cmf_flip,bull,Materials,INSUFFICIENT_SAMPLE,0,5,5,False,,
cmf_flip,bull,Unknown,INSUFFICIENT_SAMPLE,0,1,1,False,,
cmf_flip,bull,Utilities,INSUFFICIENT_SAMPLE,0,1,1,False,,
cmf_flip,neutral,Financials,INSUFFICIENT_SAMPLE,0,2,2,False,,
cmf_flip,neutral,Health Care,INSUFFICIENT_SAMPLE,0,3,3,False,,
cmf_flip,neutral,Industrials,INSUFFICIENT_SAMPLE,0,2,2,False,,
cmf_flip,neutral,Information Technology,INSUFFICIENT_SAMPLE,0,3,3,False,,
cmf_flip,neutral,Materials,INSUFFICIENT_SAMPLE,0,2,2,False,,
cmf_flip,neutral,Unknown,INSUFFICIENT_SAMPLE,0,1,1,False,,
cpr_narrow_bullish,bear,Broad Market,INSUFFICIENT_SAMPLE,0,1,1,False,,
cpr_narrow_bullish,bear,Communication Services,INSUFFICIENT_SAMPLE,0,6,6,False,,
cpr_narrow_bullish,bear,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,24,24,False,,
cpr_narrow_bullish,bear,Consumer Staples,INSUFFICIENT_SAMPLE,0,4,4,False,,
cpr_narrow_bullish,bear,Energy,INSUFFICIENT_SAMPLE,0,5,5,False,,
cpr_narrow_bullish,bear,Financials,INSUFFICIENT_SAMPLE,0,17,17,False,,
cpr_narrow_bullish,bear,Health Care,INSUFFICIENT_SAMPLE,0,21,21,False,,
cpr_narrow_bullish,bear,Industrials,INSUFFICIENT_SAMPLE,0,18,18,False,,
cpr_narrow_bullish,bear,Information Technology,FAIL_GATE_2_BONFERRONI,1,30,30,True,1.0,False
cpr_narrow_bullish,bear,Materials,INSUFFICIENT_SAMPLE,0,4,4,False,,
cpr_narrow_bullish,bear,Unknown,INSUFFICIENT_SAMPLE,0,12,12,False,,
cpr_narrow_bullish,bear,Utilities,INSUFFICIENT_SAMPLE,0,4,4,False,,
cpr_narrow_bullish,bull,Communication Services,INSUFFICIENT_SAMPLE,0,12,12,False,,
cpr_narrow_bullish,bull,Consumer Discretionary,FAIL_GATE_2_BONFERRONI,1,31,31,True,1.0,False
cpr_narrow_bullish,bull,Consumer Staples,INSUFFICIENT_SAMPLE,0,3,3,False,,
cpr_narrow_bullish,bull,Energy,INSUFFICIENT_SAMPLE,0,18,18,False,,
cpr_narrow_bullish,bull,Financials,INSUFFICIENT_SAMPLE,0,21,21,False,,
cpr_narrow_bullish,bull,Health Care,FAIL_GATE_2_BONFERRONI,1,61,61,True,1.0,False
cpr_narrow_bullish,bull,Industrials,INSUFFICIENT_SAMPLE,0,25,25,False,,
cpr_narrow_bullish,bull,Information Technology,FAIL_GATE_2_BONFERRONI,1,57,57,True,1.0,False
cpr_narrow_bullish,bull,Materials,INSUFFICIENT_SAMPLE,0,15,15,False,,
cpr_narrow_bullish,bull,Real Estate,INSUFFICIENT_SAMPLE,0,6,6,False,,
cpr_narrow_bullish,bull,Unknown,INSUFFICIENT_SAMPLE,0,12,12,False,,
cpr_narrow_bullish,bull,Utilities,INSUFFICIENT_SAMPLE,0,4,4,False,,
cpr_narrow_bullish,neutral,Communication Services,INSUFFICIENT_SAMPLE,0,1,1,False,,
cpr_narrow_bullish,neutral,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,8,8,False,,
cpr_narrow_bullish,neutral,Consumer Staples,INSUFFICIENT_SAMPLE,0,1,1,False,,
cpr_narrow_bullish,neutral,Energy,INSUFFICIENT_SAMPLE,0,4,4,False,,
cpr_narrow_bullish,neutral,Financials,INSUFFICIENT_SAMPLE,0,3,3,False,,
cpr_narrow_bullish,neutral,Health Care,INSUFFICIENT_SAMPLE,0,7,7,False,,
cpr_narrow_bullish,neutral,Industrials,INSUFFICIENT_SAMPLE,0,6,6,False,,
cpr_narrow_bullish,neutral,Information Technology,INSUFFICIENT_SAMPLE,0,10,10,False,,
cpr_narrow_bullish,neutral,Materials,INSUFFICIENT_SAMPLE,0,4,4,False,,
cpr_narrow_bullish,neutral,Real Estate,INSUFFICIENT_SAMPLE,0,2,2,False,,
cpr_narrow_bullish,neutral,Unknown,INSUFFICIENT_SAMPLE,0,1,1,False,,
cpr_narrow_momentum,bear,Communication Services,INSUFFICIENT_SAMPLE,0,2,2,False,,
cpr_narrow_momentum,bear,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,1,1,False,,
cpr_narrow_momentum,bear,Energy,INSUFFICIENT_SAMPLE,0,2,2,False,,
cpr_narrow_momentum,bear,Health Care,INSUFFICIENT_SAMPLE,0,2,2,False,,
cpr_narrow_momentum,bear,Industrials,INSUFFICIENT_SAMPLE,0,5,5,False,,
cpr_narrow_momentum,bear,Information Technology,INSUFFICIENT_SAMPLE,0,8,8,False,,
cpr_narrow_momentum,bear,Materials,INSUFFICIENT_SAMPLE,0,2,2,False,,
cpr_narrow_momentum,bull,Communication Services,INSUFFICIENT_SAMPLE,0,1,1,False,,
cpr_narrow_momentum,bull,Consumer Discretionary,INSUFFICIENT_SAMPLE,0,1,1,False,,
cpr_narrow_momentum,bull,Energy,INSUFFICIENT_SAMPLE,0,1,1,False,,
cpr_narrow_momentum,bull,Financials,INSUFFICIENT_SAMPLE,0,2,2,False,,
cpr_narrow_momentum,bull,Health Care,INSUFFICIENT_SAMPLE,0,8,8,False,,
cpr_narrow_momentum,bull,Industrials,INSUFFICIENT_SAMPLE,0,1,1,False,,
cpr_narrow_momentum,bull,Information Technology,INSUFFICIENT_SAMPLE,0,1,1,False,,
cpr_narrow_momentum,bull,Materials,INSUFFICIENT_SAMPLE,0,3,3,False,,
cpr_narrow_momentum,bull,Unknown,INSUFFICIENT_SAMPLE,0,3,3,False,,
cpr_narrow_momentum,bull,Utilities,INSUFFICIENT_SAMPLE,0,2,2,False,,
cpr_narrow_momentum,neutral,Financials,INSUFFICIENT_SAMPLE,0,1,1,False,,
cpr_narrow_momentum,neutral,Health Care,INSUFFICIENT_SAMPLE,0,1,1,False,,
cpr_narrow_momentum,neutral,Materials,INSUFFICIENT_SAMPLE,0,1,1,False,,
cpr_narrow_momentum_short,bear,Health Care,INSUFFICIENT_SAMPLE,0,1,1,False,,
cpr_narrow_momentum_short,bear,Information Technology,INSUFFICIENT_SAMPLE,0,2,2,False,,
cpr_narrow_momentum_short,bull,Communication Services,INSUFFICIENT_SAMPLE,0,1,1,False,,
