date,event,z_score,today_dispersion,ticker,level,reason,exit_price,dd_from_peak,rolling_peak_equity,current_equity,action,new_stop
2023-06-26,dispersion_cb_triggered_dec128,5.9644,0.047251,,,,,,,,,
2023-06-27,dispersion_cb_triggered_dec128,7.3251,0.049202,,,,,,,,,
2023-06-28,dispersion_cb_triggered_dec128,6.9103,0.046537,,,,,,,,,
2023-06-29,dispersion_cb_triggered_dec128,7.1162,0.047996,,,,,,,,,
2023-06-30,dispersion_cb_triggered_dec128,6.7494,0.046633,,,,,,,,,
2023-07-03,dispersion_cb_triggered_dec128,9.0535,0.05052,,,,,,,,,
2023-07-04,dispersion_cb_triggered_dec128,9.0535,0.05052,,,,,,,,,
2023-07-05,dispersion_cb_triggered_dec128,7.6803,0.047062,,,,,,,,,
2023-07-06,dispersion_cb_triggered_dec128,7.9272,0.047365,,,,,,,,,
2023-07-07,dispersion_cb_triggered_dec128,10.0,0.048872,,,,,,,,,
2023-07-10,dispersion_cb_triggered_dec128,10.0,0.053125,,,,,,,,,
2023-07-11,dispersion_cb_triggered_dec128,8.219,0.048047,,,,,,,,,
2023-07-12,dispersion_cb_triggered_dec128,10.0,0.074578,,,,,,,,,
2023-07-17,dispersion_cb_triggered_dec128,3.7106,0.057213,,,,,,,,,
2023-07-20,dispersion_cb_triggered_dec128,3.6228,0.060331,,,,,,,,,
2023-08-09,dispersion_cb_triggered_dec128,3.178,0.059153,,,,,,,,,
2023-08-10,dispersion_cb_triggered_dec128,3.7519,0.053662,,,,,,,,,
2023-08-11,dispersion_cb_triggered_dec128,3.2478,0.049436,,,,,,,,,
2023-08-17,dispersion_cb_triggered_dec128,3.0216,0.047774,,,,,,,,,
2023-08-18,dispersion_cb_triggered_dec128,3.3546,0.045927,,,,,,,,,
2023-08-21,dispersion_cb_triggered_dec128,3.4823,0.047369,,,,,,,,,
2023-08-22,dispersion_cb_triggered_dec128,3.1759,0.046156,,,,,,,,,
2023-08-23,dispersion_cb_triggered_dec128,4.0162,0.052206,,,,,,,,,
2023-08-24,dispersion_cb_triggered_dec128,3.2272,0.047087,,,,,,,,,
2023-08-25,dispersion_cb_triggered_dec128,3.1287,0.046499,,,,,,,,,
2023-08-28,dispersion_cb_triggered_dec128,3.0414,0.046209,,,,,,,,,
2023-08-29,dispersion_cb_triggered_dec128,3.2156,0.047775,,,,,,,,,
2023-08-30,dispersion_cb_triggered_dec128,3.0802,0.046409,,,,,,,,,
2023-08-31,dispersion_cb_triggered_dec128,3.3362,0.046647,,,,,,,,,
2023-09-01,dispersion_cb_triggered_dec128,3.7122,0.049077,,,,,,,,,
2023-09-04,dispersion_cb_triggered_dec128,3.7122,0.049077,,,,,,,,,
2023-09-05,dispersion_cb_triggered_dec128,3.7846,0.047911,,,,,,,,,
2023-09-06,dispersion_cb_triggered_dec128,4.0437,0.046739,,,,,,,,,
2023-09-07,dispersion_cb_triggered_dec128,4.9144,0.051876,,,,,,,,,
2023-09-08,dispersion_cb_triggered_dec128,5.4947,0.046429,,,,,,,,,
2023-09-11,dispersion_cb_triggered_dec128,7.0873,0.048458,,,,,,,,,
2023-09-12,dispersion_cb_triggered_dec128,6.973,0.047654,,,,,,,,,
2023-09-13,dispersion_cb_triggered_dec128,6.871,0.046461,,,,,,,,,
2023-09-14,dispersion_cb_triggered_dec128,7.5315,0.049488,,,,,,,,,
2023-09-15,dispersion_cb_triggered_dec128,6.8032,0.047935,,,,,,,,,
2023-09-18,dispersion_cb_triggered_dec128,7.1756,0.048275,,,,,,,,,
2023-09-19,dispersion_cb_triggered_dec128,6.4222,0.045842,,,,,,,,,
2023-09-20,dispersion_cb_triggered_dec128,6.6624,0.046631,,,,,,,,,
2023-09-21,dispersion_cb_triggered_dec128,6.6217,0.045929,,,,,,,,,
2023-09-22,dispersion_cb_triggered_dec128,7.8839,0.046364,,,,,,,,,
2023-09-25,dispersion_cb_triggered_dec128,8.245,0.048017,,,,,,,,,
2023-09-26,dispersion_cb_triggered_dec128,10.0,0.084235,,,,,,,,,
2023-10-25,dispersion_cb_triggered_dec128,7.7149,0.047899,,,,,,,,,
2023-10-26,dispersion_cb_triggered_dec128,8.356,0.050648,,,,,,,,,
2023-10-27,dispersion_cb_triggered_dec128,8.3506,0.051319,,,,,,,,,
2023-10-30,dispersion_cb_triggered_dec128,7.9793,0.051819,,,,,,,,,
2023-10-31,halt_triggered,,,,6.0,,,-0.2109,101899.97,80409.44,,
2023-11-01,,,,MTCH,1.0,overnight_gap_down_12.7pct,30.2,,,,,
2023-11-07,,,,ADTN,1.0,overnight_gap_down_27.4pct,5.32,,,,,
2024-01-02,halt_triggered,,,,6.0,,,-0.2561,101899.97,75802.92,,
2024-01-19,halt_resumed,,,,6.0,,,-0.2368,101899.97,77766.95,,
2024-01-22,halt_triggered,,,,6.0,,,-0.2368,101899.97,77766.95,,
2024-02-02,halt_resumed,,,,6.0,,,-0.2159,101899.97,79902.45999999999,,
2024-02-05,halt_triggered,,,,6.0,,,-0.2258,101899.97,78895.27,,
2024-02-15,halt_resumed,,,,6.0,,,-0.1867,101899.97,82877.04000000001,,
2024-03-18,halt_triggered,,,,6.0,,,-0.2052,101899.97,80992.14,,
2024-04-15,halt_resumed,,,,6.0,,,-0.1663,101899.97,84949.22,,
2024-05-08,,,,SHLS,1.0,overnight_gap_down_13.0pct,7.66,,,,,
2024-06-13,halt_triggered,,,,6.0,,,-0.2049,101899.97,81021.81,,
2024-06-27,,,,WBA,1.0,overnight_gap_down_19.8pct,12.56,,,,,
2024-08-01,halt_resumed,,,,6.0,,,-0.1753,101899.97,84033.88,,
2024-08-28,,,,NBIX,1.0,overnight_gap_down_17.5pct,125.9,,,,,
2024-10-29,,,,CVI,1.0,overnight_gap_down_19.2pct,19.25,,,,,
2024-11-05,,,,CE,1.0,overnight_gap_down_19.1pct,99.86,,,,,
2025-01-06,dispersion_cb_triggered_dec128,4.5569,0.164332,,,,,,,,,
2025-02-03,,,,HUT,1.0,overnight_gap_down_12.2pct,19.042,,,,,
2025-03-24,,,,ZIM,1.0,overnight_gap_down_14.5pct,15.24,,,,,
2025-03-28,dispersion_cb_triggered_dec128,4.3671,0.073312,,,,,,,,,
2025-04-04,,,,SHY,5.0,vix_crisis_45.3,,,,,tighten_stop,79.1255
2025-04-04,,,,HYG,5.0,vix_crisis_45.3,,,,,tighten_stop,76.342
2025-04-04,,,,KR,5.0,vix_crisis_45.3,,,,,tighten_stop,67.20299999999999
2025-04-04,,,,CHKP,5.0,vix_crisis_45.3,,,,,tighten_stop,219.7445
2025-04-04,,,,CVX,5.0,vix_crisis_45.3,,,,,tighten_stop,160.0845
2025-04-04,,,,SBAC,5.0,vix_crisis_45.3,,,,,tighten_stop,219.32649999999998
2025-04-04,,,,TGI,5.0,vix_crisis_45.3,,,,,tighten_stop,24.2535
2025-04-04,,,,CART,5.0,vix_crisis_45.3,,,,,tighten_stop,39.786
2025-04-04,,,,PKG,5.0,vix_crisis_45.3,,,,,tighten_stop,191.292
2025-04-04,,,,ISRG,5.0,vix_crisis_45.3,,,,,tighten_stop,493.81949999999995
2025-04-04,,,,BTSG,5.0,vix_crisis_45.3,,,,,tighten_stop,17.7555
2025-04-04,,,,PTC,5.0,vix_crisis_45.3,,,,,tighten_stop,154.66
2025-04-04,,,,CAH,5.0,vix_crisis_45.3,,,,,tighten_stop,131.73649999999998
2025-04-04,,,,SLNO,5.0,vix_crisis_45.3,,,,,tighten_stop,69.98649999999999
2025-04-04,,,,APLS,5.0,vix_crisis_45.3,,,,,tighten_stop,21.849999999999998
2025-04-04,,,,TW,5.0,vix_crisis_45.3,,,,,tighten_stop,141.56900000000002
2025-04-04,,,,AM,5.0,vix_crisis_45.3,,,,,tighten_stop,17.537
2025-04-04,,,,SRFM,5.0,vix_crisis_45.3,,,,,tighten_stop,2.2609999999999997
2025-04-04,,,,UPST,5.0,vix_crisis_45.3,,,,,tighten_stop,34.411184999999996
2025-04-07,,,,SHY,5.0,vix_crisis_47.0,,,,,tighten_stop,79.1255
2025-04-07,,,,HYG,5.0,vix_crisis_47.0,,,,,tighten_stop,76.342
2025-04-07,,,,SBAC,5.0,vix_crisis_47.0,,,,,tighten_stop,219.32649999999998
2025-04-07,,,,TGI,5.0,vix_crisis_47.0,,,,,tighten_stop,24.2535
2025-04-08,,,,SHY,5.0,vix_crisis_52.3,,,,,tighten_stop,79.1255
2025-04-08,,,,ACMR,5.0,vix_crisis_52.3,,,,,tighten_stop,19.228665
2025-04-08,,,,VET,5.0,vix_crisis_52.3,,,,,tighten_stop,6.035825
2025-04-08,,,,AMPH,5.0,vix_crisis_52.3,,,,,tighten_stop,24.278295
2025-04-08,,,,SWK,5.0,vix_crisis_52.3,,,,,tighten_stop,58.78334
2025-04-08,,,,DXYZ,5.0,vix_crisis_52.3,,,,,tighten_stop,31.061674999999997
2025-04-08,,,,BMRN,5.0,vix_crisis_52.3,,,,,tighten_stop,57.69141
2025-04-08,,,,AES,5.0,vix_crisis_52.3,,,,,tighten_stop,10.422355
2025-04-08,,,,LVS,5.0,vix_crisis_52.3,,,,,tighten_stop,31.474449999999997
2025-04-10,,,,SHY,5.0,vix_crisis_40.7,,,,,tighten_stop,79.1255
2025-04-10,,,,EXAS,5.0,vix_crisis_40.7,,,,,tighten_stop,43.225
2025-04-10,,,,AA,5.0,vix_crisis_40.7,,,,,tighten_stop,24.566999999999997
2025-04-10,,,,ELAN,5.0,vix_crisis_40.7,,,,,tighten_stop,8.911
2025-04-10,,,,ADP,5.0,vix_crisis_40.7,,,,,tighten_stop,279.9555
2025-04-10,,,,SOC,5.0,vix_crisis_40.7,,,,,tighten_stop,18.772000000000002
2025-04-10,,,,DVN,5.0,vix_crisis_40.7,,,,,tighten_stop,29.5165
2025-04-10,,,,ISRG,5.0,vix_crisis_40.7,,,,,tighten_stop,485.565235
2025-04-10,,,,CBOE,5.0,vix_crisis_40.7,,,,,tighten_stop,194.65576
2025-04-10,,,,LDOS,5.0,vix_crisis_40.7,,,,,tighten_stop,131.561985
2025-04-10,,,,BIRK,5.0,vix_crisis_40.7,,,,,tighten_stop,45.248974999999994
2025-04-10,,,,FERG,5.0,vix_crisis_40.7,,,,,tighten_stop,153.358975
2025-06-24,dispersion_cb_triggered_dec128,3.6542,0.063525,,,,,,,,,
2025-12-03,dispersion_cb_triggered_dec128,10.0,0.240767,,,,,,,,,
2026-03-02,,,,AES,1.0,overnight_gap_down_17.0pct,14.345,,,,,
2026-03-31,dispersion_cb_triggered_dec128,6.1798,0.090333,,,,,,,,,
2026-04-30,,,,CHKP,1.0,overnight_gap_down_12.2pct,122.91,,,,,
