strategy_name,direction,status,regime_affinity,exit_method
52w_high_breakout_pullback_long,long,ACTIVE,all_regimes,r_multiple_3r
52w_high_breakout_pullback_long,long,ACTIVE,all_regimes,regime_flip
52w_high_breakout_pullback_long,long,ACTIVE,all_regimes,reverse_signal
52w_high_breakout_pullback_long,long,ACTIVE,all_regimes,smart_money_reversal
52w_high_breakout_pullback_long,long,ACTIVE,all_regimes,smc_mitigation_zone
52w_high_breakout_pullback_long,long,ACTIVE,all_regimes,time_stop_10d
52w_high_breakout_pullback_long,long,ACTIVE,all_regimes,time_stop_20d
52w_high_breakout_pullback_long,long,ACTIVE,all_regimes,trailing_10pct
52w_high_breakout_pullback_long,long,ACTIVE,all_regimes,trailing_15pct
52w_high_breakout_pullback_long,long,ACTIVE,all_regimes,trailing_5pct
52w_high_breakout_with_smart_money_long,long,ACTIVE,all_regimes,atr_trail_1x
52w_high_breakout_with_smart_money_long,long,ACTIVE,all_regimes,atr_trail_2x
52w_high_breakout_with_smart_money_long,long,ACTIVE,all_regimes,atr_trail_mae_conditional
52w_high_breakout_with_smart_money_long,long,ACTIVE,all_regimes,atr_trail_vix_conditional
52w_high_breakout_with_smart_money_long,long,ACTIVE,all_regimes,break_even_at_1r
52w_high_breakout_with_smart_money_long,long,ACTIVE,all_regimes,breakeven_plus_trail
52w_high_breakout_with_smart_money_long,long,ACTIVE,all_regimes,chandelier_3x
52w_high_breakout_with_smart_money_long,long,ACTIVE,all_regimes,class_time_stop
52w_high_breakout_with_smart_money_long,long,ACTIVE,all_regimes,earnings_blackout
52w_high_breakout_with_smart_money_long,long,ACTIVE,all_regimes,fixed_4r_2r
52w_high_breakout_with_smart_money_long,long,ACTIVE,all_regimes,hybrid_50pct_target
52w_high_breakout_with_smart_money_long,long,ACTIVE,all_regimes,ma_exit_ema9
52w_high_breakout_with_smart_money_long,long,ACTIVE,all_regimes,mfe_lockin_trail
52w_high_breakout_with_smart_money_long,long,ACTIVE,all_regimes,multi_tier_partial
52w_high_breakout_with_smart_money_long,long,ACTIVE,all_regimes,next_pivot_target
52w_high_breakout_with_smart_money_long,long,ACTIVE,all_regimes,r_multiple_2r
52w_high_breakout_with_smart_money_long,long,ACTIVE,all_regimes,r_multiple_3r
52w_high_breakout_with_smart_money_long,long,ACTIVE,all_regimes,regime_flip
52w_high_breakout_with_smart_money_long,long,ACTIVE,all_regimes,reverse_signal
52w_high_breakout_with_smart_money_long,long,ACTIVE,all_regimes,smart_money_reversal
52w_high_breakout_with_smart_money_long,long,ACTIVE,all_regimes,smc_mitigation_zone
52w_high_breakout_with_smart_money_long,long,ACTIVE,all_regimes,time_stop_10d
52w_high_breakout_with_smart_money_long,long,ACTIVE,all_regimes,time_stop_20d
52w_high_breakout_with_smart_money_long,long,ACTIVE,all_regimes,trailing_10pct
52w_high_breakout_with_smart_money_long,long,ACTIVE,all_regimes,trailing_15pct
52w_high_breakout_with_smart_money_long,long,ACTIVE,all_regimes,trailing_5pct
52w_high_breakout_with_smart_money_vol_below_long,long,ACTIVE,all_regimes,atr_trail_1x
52w_high_breakout_with_smart_money_vol_below_long,long,ACTIVE,all_regimes,atr_trail_2x
52w_high_breakout_with_smart_money_vol_below_long,long,ACTIVE,all_regimes,atr_trail_mae_conditional
52w_high_breakout_with_smart_money_vol_below_long,long,ACTIVE,all_regimes,atr_trail_vix_conditional
52w_high_breakout_with_smart_money_vol_below_long,long,ACTIVE,all_regimes,break_even_at_1r
52w_high_breakout_with_smart_money_vol_below_long,long,ACTIVE,all_regimes,breakeven_plus_trail
52w_high_breakout_with_smart_money_vol_below_long,long,ACTIVE,all_regimes,chandelier_3x
52w_high_breakout_with_smart_money_vol_below_long,long,ACTIVE,all_regimes,class_time_stop
52w_high_breakout_with_smart_money_vol_below_long,long,ACTIVE,all_regimes,earnings_blackout
52w_high_breakout_with_smart_money_vol_below_long,long,ACTIVE,all_regimes,fixed_4r_2r
52w_high_breakout_with_smart_money_vol_below_long,long,ACTIVE,all_regimes,hybrid_50pct_target
52w_high_breakout_with_smart_money_vol_below_long,long,ACTIVE,all_regimes,ma_exit_ema9
52w_high_breakout_with_smart_money_vol_below_long,long,ACTIVE,all_regimes,mfe_lockin_trail
52w_high_breakout_with_smart_money_vol_below_long,long,ACTIVE,all_regimes,multi_tier_partial
52w_high_breakout_with_smart_money_vol_below_long,long,ACTIVE,all_regimes,next_pivot_target
52w_high_breakout_with_smart_money_vol_below_long,long,ACTIVE,all_regimes,r_multiple_2r
52w_high_breakout_with_smart_money_vol_below_long,long,ACTIVE,all_regimes,r_multiple_3r
52w_high_breakout_with_smart_money_vol_below_long,long,ACTIVE,all_regimes,regime_flip
52w_high_breakout_with_smart_money_vol_below_long,long,ACTIVE,all_regimes,reverse_signal
52w_high_breakout_with_smart_money_vol_below_long,long,ACTIVE,all_regimes,smart_money_reversal
52w_high_breakout_with_smart_money_vol_below_long,long,ACTIVE,all_regimes,smc_mitigation_zone
52w_high_breakout_with_smart_money_vol_below_long,long,ACTIVE,all_regimes,time_stop_10d
52w_high_breakout_with_smart_money_vol_below_long,long,ACTIVE,all_regimes,time_stop_20d
52w_high_breakout_with_smart_money_vol_below_long,long,ACTIVE,all_regimes,trailing_10pct
52w_high_breakout_with_smart_money_vol_below_long,long,ACTIVE,all_regimes,trailing_15pct
52w_high_breakout_with_smart_money_vol_below_long,long,ACTIVE,all_regimes,trailing_5pct
52w_low_breakdown,dual,ACTIVE,"bear,crisis,neutral",atr_trail_1x
52w_low_breakdown,dual,ACTIVE,"bear,crisis,neutral",atr_trail_2x
52w_low_breakdown,dual,ACTIVE,"bear,crisis,neutral",atr_trail_mae_conditional
52w_low_breakdown,dual,ACTIVE,"bear,crisis,neutral",atr_trail_vix_conditional
52w_low_breakdown,dual,ACTIVE,"bear,crisis,neutral",break_even_at_1r
52w_low_breakdown,dual,ACTIVE,"bear,crisis,neutral",breakeven_plus_trail
52w_low_breakdown,dual,ACTIVE,"bear,crisis,neutral",chandelier_3x
52w_low_breakdown,dual,ACTIVE,"bear,crisis,neutral",class_time_stop
52w_low_breakdown,dual,ACTIVE,"bear,crisis,neutral",earnings_blackout
52w_low_breakdown,dual,ACTIVE,"bear,crisis,neutral",fixed_4r_2r
52w_low_breakdown,dual,ACTIVE,"bear,crisis,neutral",hybrid_50pct_target
52w_low_breakdown,dual,ACTIVE,"bear,crisis,neutral",ma_exit_ema9
52w_low_breakdown,dual,ACTIVE,"bear,crisis,neutral",mfe_lockin_trail
52w_low_breakdown,dual,ACTIVE,"bear,crisis,neutral",multi_tier_partial
52w_low_breakdown,dual,ACTIVE,"bear,crisis,neutral",next_pivot_target
52w_low_breakdown,dual,ACTIVE,"bear,crisis,neutral",r_multiple_2r
52w_low_breakdown,dual,ACTIVE,"bear,crisis,neutral",r_multiple_3r
52w_low_breakdown,dual,ACTIVE,"bear,crisis,neutral",regime_flip
52w_low_breakdown,dual,ACTIVE,"bear,crisis,neutral",reverse_signal
52w_low_breakdown,dual,ACTIVE,"bear,crisis,neutral",smart_money_reversal
52w_low_breakdown,dual,ACTIVE,"bear,crisis,neutral",smc_mitigation_zone
52w_low_breakdown,dual,ACTIVE,"bear,crisis,neutral",time_stop_10d
52w_low_breakdown,dual,ACTIVE,"bear,crisis,neutral",time_stop_20d
52w_low_breakdown,dual,ACTIVE,"bear,crisis,neutral",trailing_10pct
52w_low_breakdown,dual,ACTIVE,"bear,crisis,neutral",trailing_15pct
52w_low_breakdown,dual,ACTIVE,"bear,crisis,neutral",trailing_5pct
52w_low_breakdown_pullback_short,short,ACTIVE,all_regimes,atr_trail_1x
52w_low_breakdown_pullback_short,short,ACTIVE,all_regimes,atr_trail_2x
52w_low_breakdown_pullback_short,short,ACTIVE,all_regimes,atr_trail_mae_conditional
52w_low_breakdown_pullback_short,short,ACTIVE,all_regimes,atr_trail_vix_conditional
52w_low_breakdown_pullback_short,short,ACTIVE,all_regimes,break_even_at_1r
52w_low_breakdown_pullback_short,short,ACTIVE,all_regimes,breakeven_plus_trail
52w_low_breakdown_pullback_short,short,ACTIVE,all_regimes,chandelier_3x
52w_low_breakdown_pullback_short,short,ACTIVE,all_regimes,class_time_stop
52w_low_breakdown_pullback_short,short,ACTIVE,all_regimes,earnings_blackout
52w_low_breakdown_pullback_short,short,ACTIVE,all_regimes,fixed_4r_2r
52w_low_breakdown_pullback_short,short,ACTIVE,all_regimes,hybrid_50pct_target
52w_low_breakdown_pullback_short,short,ACTIVE,all_regimes,ma_exit_ema9
52w_low_breakdown_pullback_short,short,ACTIVE,all_regimes,mfe_lockin_trail
52w_low_breakdown_pullback_short,short,ACTIVE,all_regimes,multi_tier_partial
52w_low_breakdown_pullback_short,short,ACTIVE,all_regimes,next_pivot_target
52w_low_breakdown_pullback_short,short,ACTIVE,all_regimes,r_multiple_2r
52w_low_breakdown_pullback_short,short,ACTIVE,all_regimes,r_multiple_3r
52w_low_breakdown_pullback_short,short,ACTIVE,all_regimes,regime_flip
52w_low_breakdown_pullback_short,short,ACTIVE,all_regimes,reverse_signal
52w_low_breakdown_pullback_short,short,ACTIVE,all_regimes,smart_money_reversal
52w_low_breakdown_pullback_short,short,ACTIVE,all_regimes,smc_mitigation_zone
52w_low_breakdown_pullback_short,short,ACTIVE,all_regimes,time_stop_10d
52w_low_breakdown_pullback_short,short,ACTIVE,all_regimes,time_stop_20d
52w_low_breakdown_pullback_short,short,ACTIVE,all_regimes,trailing_10pct
52w_low_breakdown_pullback_short,short,ACTIVE,all_regimes,trailing_15pct
52w_low_breakdown_pullback_short,short,ACTIVE,all_regimes,trailing_5pct
52wh_break_retest,dual,ACTIVE,all_regimes,atr_trail_1x
52wh_break_retest,dual,ACTIVE,all_regimes,atr_trail_2x
52wh_break_retest,dual,ACTIVE,all_regimes,atr_trail_mae_conditional
52wh_break_retest,dual,ACTIVE,all_regimes,atr_trail_vix_conditional
52wh_break_retest,dual,ACTIVE,all_regimes,break_even_at_1r
52wh_break_retest,dual,ACTIVE,all_regimes,breakeven_plus_trail
52wh_break_retest,dual,ACTIVE,all_regimes,chandelier_3x
52wh_break_retest,dual,ACTIVE,all_regimes,class_time_stop
52wh_break_retest,dual,ACTIVE,all_regimes,earnings_blackout
52wh_break_retest,dual,ACTIVE,all_regimes,fixed_4r_2r
52wh_break_retest,dual,ACTIVE,all_regimes,hybrid_50pct_target
52wh_break_retest,dual,ACTIVE,all_regimes,ma_exit_ema9
52wh_break_retest,dual,ACTIVE,all_regimes,mfe_lockin_trail
52wh_break_retest,dual,ACTIVE,all_regimes,multi_tier_partial
52wh_break_retest,dual,ACTIVE,all_regimes,next_pivot_target
52wh_break_retest,dual,ACTIVE,all_regimes,r_multiple_2r
52wh_break_retest,dual,ACTIVE,all_regimes,r_multiple_3r
52wh_break_retest,dual,ACTIVE,all_regimes,regime_flip
52wh_break_retest,dual,ACTIVE,all_regimes,reverse_signal
52wh_break_retest,dual,ACTIVE,all_regimes,smart_money_reversal
52wh_break_retest,dual,ACTIVE,all_regimes,smc_mitigation_zone
52wh_break_retest,dual,ACTIVE,all_regimes,time_stop_10d
52wh_break_retest,dual,ACTIVE,all_regimes,time_stop_20d
52wh_break_retest,dual,ACTIVE,all_regimes,trailing_10pct
52wh_break_retest,dual,ACTIVE,all_regimes,trailing_15pct
52wh_break_retest,dual,ACTIVE,all_regimes,trailing_5pct
52wl_break_retest_short,short,ACTIVE,all_regimes,atr_trail_1x
52wl_break_retest_short,short,ACTIVE,all_regimes,atr_trail_2x
52wl_break_retest_short,short,ACTIVE,all_regimes,atr_trail_mae_conditional
52wl_break_retest_short,short,ACTIVE,all_regimes,atr_trail_vix_conditional
52wl_break_retest_short,short,ACTIVE,all_regimes,break_even_at_1r
52wl_break_retest_short,short,ACTIVE,all_regimes,breakeven_plus_trail
52wl_break_retest_short,short,ACTIVE,all_regimes,chandelier_3x
52wl_break_retest_short,short,ACTIVE,all_regimes,class_time_stop
52wl_break_retest_short,short,ACTIVE,all_regimes,earnings_blackout
52wl_break_retest_short,short,ACTIVE,all_regimes,fixed_4r_2r
52wl_break_retest_short,short,ACTIVE,all_regimes,hybrid_50pct_target
52wl_break_retest_short,short,ACTIVE,all_regimes,ma_exit_ema9
52wl_break_retest_short,short,ACTIVE,all_regimes,mfe_lockin_trail
52wl_break_retest_short,short,ACTIVE,all_regimes,multi_tier_partial
52wl_break_retest_short,short,ACTIVE,all_regimes,next_pivot_target
52wl_break_retest_short,short,ACTIVE,all_regimes,r_multiple_2r
52wl_break_retest_short,short,ACTIVE,all_regimes,r_multiple_3r
52wl_break_retest_short,short,ACTIVE,all_regimes,regime_flip
52wl_break_retest_short,short,ACTIVE,all_regimes,reverse_signal
52wl_break_retest_short,short,ACTIVE,all_regimes,smart_money_reversal
52wl_break_retest_short,short,ACTIVE,all_regimes,smc_mitigation_zone
52wl_break_retest_short,short,ACTIVE,all_regimes,time_stop_10d
52wl_break_retest_short,short,ACTIVE,all_regimes,time_stop_20d
52wl_break_retest_short,short,ACTIVE,all_regimes,trailing_10pct
52wl_break_retest_short,short,ACTIVE,all_regimes,trailing_15pct
52wl_break_retest_short,short,ACTIVE,all_regimes,trailing_5pct
activist_13d_long,long,ACTIVE,all_regimes,atr_trail_1x
activist_13d_long,long,ACTIVE,all_regimes,atr_trail_2x
activist_13d_long,long,ACTIVE,all_regimes,atr_trail_mae_conditional
activist_13d_long,long,ACTIVE,all_regimes,atr_trail_vix_conditional
activist_13d_long,long,ACTIVE,all_regimes,break_even_at_1r
activist_13d_long,long,ACTIVE,all_regimes,breakeven_plus_trail
activist_13d_long,long,ACTIVE,all_regimes,chandelier_3x
activist_13d_long,long,ACTIVE,all_regimes,class_time_stop
activist_13d_long,long,ACTIVE,all_regimes,earnings_blackout
activist_13d_long,long,ACTIVE,all_regimes,fixed_4r_2r
activist_13d_long,long,ACTIVE,all_regimes,hybrid_50pct_target
activist_13d_long,long,ACTIVE,all_regimes,ma_exit_ema9
activist_13d_long,long,ACTIVE,all_regimes,mfe_lockin_trail
activist_13d_long,long,ACTIVE,all_regimes,multi_tier_partial
activist_13d_long,long,ACTIVE,all_regimes,next_pivot_target
activist_13d_long,long,ACTIVE,all_regimes,r_multiple_2r
activist_13d_long,long,ACTIVE,all_regimes,r_multiple_3r
activist_13d_long,long,ACTIVE,all_regimes,regime_flip
activist_13d_long,long,ACTIVE,all_regimes,reverse_signal
activist_13d_long,long,ACTIVE,all_regimes,smart_money_reversal
activist_13d_long,long,ACTIVE,all_regimes,smc_mitigation_zone
activist_13d_long,long,ACTIVE,all_regimes,time_stop_10d
activist_13d_long,long,ACTIVE,all_regimes,time_stop_20d
activist_13d_long,long,ACTIVE,all_regimes,trailing_10pct
activist_13d_long,long,ACTIVE,all_regimes,trailing_15pct
activist_13d_long,long,ACTIVE,all_regimes,trailing_5pct
adx_initiation,dual,ACTIVE,bear,atr_trail_1x
adx_initiation,dual,ACTIVE,bear,atr_trail_2x
adx_initiation,dual,ACTIVE,bear,atr_trail_mae_conditional
adx_initiation,dual,ACTIVE,bear,atr_trail_vix_conditional
adx_initiation,dual,ACTIVE,bear,break_even_at_1r
adx_initiation,dual,ACTIVE,bear,breakeven_plus_trail
adx_initiation,dual,ACTIVE,bear,chandelier_3x
adx_initiation,dual,ACTIVE,bear,class_time_stop
adx_initiation,dual,ACTIVE,bear,earnings_blackout
adx_initiation,dual,ACTIVE,bear,fixed_4r_2r
adx_initiation,dual,ACTIVE,bear,hybrid_50pct_target
adx_initiation,dual,ACTIVE,bear,ma_exit_ema9
adx_initiation,dual,ACTIVE,bear,mfe_lockin_trail
adx_initiation,dual,ACTIVE,bear,multi_tier_partial
adx_initiation,dual,ACTIVE,bear,next_pivot_target
adx_initiation,dual,ACTIVE,bear,r_multiple_2r
adx_initiation,dual,ACTIVE,bear,r_multiple_3r
adx_initiation,dual,ACTIVE,bear,regime_flip
adx_initiation,dual,ACTIVE,bear,reverse_signal
adx_initiation,dual,ACTIVE,bear,smart_money_reversal
adx_initiation,dual,ACTIVE,bear,smc_mitigation_zone
adx_initiation,dual,ACTIVE,bear,time_stop_10d
adx_initiation,dual,ACTIVE,bear,time_stop_20d
adx_initiation,dual,ACTIVE,bear,trailing_10pct
adx_initiation,dual,ACTIVE,bear,trailing_15pct
adx_initiation,dual,ACTIVE,bear,trailing_5pct
avwap_20high_rejection_short,short,ACTIVE,"bear,crisis,neutral",atr_trail_1x
avwap_20high_rejection_short,short,ACTIVE,"bear,crisis,neutral",atr_trail_2x
avwap_20high_rejection_short,short,ACTIVE,"bear,crisis,neutral",atr_trail_mae_conditional
avwap_20high_rejection_short,short,ACTIVE,"bear,crisis,neutral",atr_trail_vix_conditional
avwap_20high_rejection_short,short,ACTIVE,"bear,crisis,neutral",break_even_at_1r
avwap_20high_rejection_short,short,ACTIVE,"bear,crisis,neutral",breakeven_plus_trail
avwap_20high_rejection_short,short,ACTIVE,"bear,crisis,neutral",chandelier_3x
avwap_20high_rejection_short,short,ACTIVE,"bear,crisis,neutral",class_time_stop
avwap_20high_rejection_short,short,ACTIVE,"bear,crisis,neutral",earnings_blackout
avwap_20high_rejection_short,short,ACTIVE,"bear,crisis,neutral",fixed_4r_2r
avwap_20high_rejection_short,short,ACTIVE,"bear,crisis,neutral",hybrid_50pct_target
avwap_20high_rejection_short,short,ACTIVE,"bear,crisis,neutral",ma_exit_ema9
avwap_20high_rejection_short,short,ACTIVE,"bear,crisis,neutral",mfe_lockin_trail
avwap_20high_rejection_short,short,ACTIVE,"bear,crisis,neutral",multi_tier_partial
avwap_20high_rejection_short,short,ACTIVE,"bear,crisis,neutral",next_pivot_target
avwap_20high_rejection_short,short,ACTIVE,"bear,crisis,neutral",r_multiple_2r
avwap_20high_rejection_short,short,ACTIVE,"bear,crisis,neutral",r_multiple_3r
avwap_20high_rejection_short,short,ACTIVE,"bear,crisis,neutral",regime_flip
avwap_20high_rejection_short,short,ACTIVE,"bear,crisis,neutral",reverse_signal
avwap_20high_rejection_short,short,ACTIVE,"bear,crisis,neutral",smart_money_reversal
avwap_20high_rejection_short,short,ACTIVE,"bear,crisis,neutral",smc_mitigation_zone
avwap_20high_rejection_short,short,ACTIVE,"bear,crisis,neutral",time_stop_10d
avwap_20high_rejection_short,short,ACTIVE,"bear,crisis,neutral",time_stop_20d
avwap_20high_rejection_short,short,ACTIVE,"bear,crisis,neutral",trailing_10pct
avwap_20high_rejection_short,short,ACTIVE,"bear,crisis,neutral",trailing_15pct
avwap_20high_rejection_short,short,ACTIVE,"bear,crisis,neutral",trailing_5pct
avwap_252_breakout,dual,ACTIVE,"bear,neutral",atr_trail_1x
avwap_252_breakout,dual,ACTIVE,"bear,neutral",atr_trail_2x
avwap_252_breakout,dual,ACTIVE,"bear,neutral",atr_trail_mae_conditional
avwap_252_breakout,dual,ACTIVE,"bear,neutral",atr_trail_vix_conditional
avwap_252_breakout,dual,ACTIVE,"bear,neutral",break_even_at_1r
avwap_252_breakout,dual,ACTIVE,"bear,neutral",breakeven_plus_trail
avwap_252_breakout,dual,ACTIVE,"bear,neutral",chandelier_3x
avwap_252_breakout,dual,ACTIVE,"bear,neutral",class_time_stop
avwap_252_breakout,dual,ACTIVE,"bear,neutral",earnings_blackout
avwap_252_breakout,dual,ACTIVE,"bear,neutral",fixed_4r_2r
avwap_252_breakout,dual,ACTIVE,"bear,neutral",hybrid_50pct_target
avwap_252_breakout,dual,ACTIVE,"bear,neutral",ma_exit_ema9
avwap_252_breakout,dual,ACTIVE,"bear,neutral",mfe_lockin_trail
avwap_252_breakout,dual,ACTIVE,"bear,neutral",multi_tier_partial
avwap_252_breakout,dual,ACTIVE,"bear,neutral",next_pivot_target
avwap_252_breakout,dual,ACTIVE,"bear,neutral",r_multiple_2r
avwap_252_breakout,dual,ACTIVE,"bear,neutral",r_multiple_3r
avwap_252_breakout,dual,ACTIVE,"bear,neutral",regime_flip
avwap_252_breakout,dual,ACTIVE,"bear,neutral",reverse_signal
avwap_252_breakout,dual,ACTIVE,"bear,neutral",smart_money_reversal
avwap_252_breakout,dual,ACTIVE,"bear,neutral",smc_mitigation_zone
avwap_252_breakout,dual,ACTIVE,"bear,neutral",time_stop_10d
avwap_252_breakout,dual,ACTIVE,"bear,neutral",time_stop_20d
avwap_252_breakout,dual,ACTIVE,"bear,neutral",trailing_10pct
avwap_252_breakout,dual,ACTIVE,"bear,neutral",trailing_15pct
avwap_252_breakout,dual,ACTIVE,"bear,neutral",trailing_5pct
avwap_50_reclaim,dual,ACTIVE,all_regimes,atr_trail_1x
avwap_50_reclaim,dual,ACTIVE,all_regimes,atr_trail_2x
avwap_50_reclaim,dual,ACTIVE,all_regimes,atr_trail_mae_conditional
avwap_50_reclaim,dual,ACTIVE,all_regimes,atr_trail_vix_conditional
avwap_50_reclaim,dual,ACTIVE,all_regimes,break_even_at_1r
avwap_50_reclaim,dual,ACTIVE,all_regimes,breakeven_plus_trail
avwap_50_reclaim,dual,ACTIVE,all_regimes,chandelier_3x
avwap_50_reclaim,dual,ACTIVE,all_regimes,class_time_stop
avwap_50_reclaim,dual,ACTIVE,all_regimes,earnings_blackout
avwap_50_reclaim,dual,ACTIVE,all_regimes,fixed_4r_2r
avwap_50_reclaim,dual,ACTIVE,all_regimes,hybrid_50pct_target
avwap_50_reclaim,dual,ACTIVE,all_regimes,ma_exit_ema9
avwap_50_reclaim,dual,ACTIVE,all_regimes,mfe_lockin_trail
avwap_50_reclaim,dual,ACTIVE,all_regimes,multi_tier_partial
avwap_50_reclaim,dual,ACTIVE,all_regimes,next_pivot_target
avwap_50_reclaim,dual,ACTIVE,all_regimes,r_multiple_2r
avwap_50_reclaim,dual,ACTIVE,all_regimes,r_multiple_3r
avwap_50_reclaim,dual,ACTIVE,all_regimes,regime_flip
avwap_50_reclaim,dual,ACTIVE,all_regimes,reverse_signal
avwap_50_reclaim,dual,ACTIVE,all_regimes,smart_money_reversal
avwap_50_reclaim,dual,ACTIVE,all_regimes,smc_mitigation_zone
avwap_50_reclaim,dual,ACTIVE,all_regimes,time_stop_10d
avwap_50_reclaim,dual,ACTIVE,all_regimes,time_stop_20d
avwap_50_reclaim,dual,ACTIVE,all_regimes,trailing_10pct
avwap_50_reclaim,dual,ACTIVE,all_regimes,trailing_15pct
avwap_50_reclaim,dual,ACTIVE,all_regimes,trailing_5pct
awesome_oscillator,dual,ACTIVE,bear,atr_trail_1x
awesome_oscillator,dual,ACTIVE,bear,atr_trail_2x
awesome_oscillator,dual,ACTIVE,bear,atr_trail_mae_conditional
awesome_oscillator,dual,ACTIVE,bear,atr_trail_vix_conditional
awesome_oscillator,dual,ACTIVE,bear,break_even_at_1r
awesome_oscillator,dual,ACTIVE,bear,breakeven_plus_trail
awesome_oscillator,dual,ACTIVE,bear,chandelier_3x
awesome_oscillator,dual,ACTIVE,bear,class_time_stop
awesome_oscillator,dual,ACTIVE,bear,earnings_blackout
awesome_oscillator,dual,ACTIVE,bear,fixed_4r_2r
awesome_oscillator,dual,ACTIVE,bear,hybrid_50pct_target
awesome_oscillator,dual,ACTIVE,bear,ma_exit_ema9
awesome_oscillator,dual,ACTIVE,bear,mfe_lockin_trail
awesome_oscillator,dual,ACTIVE,bear,multi_tier_partial
awesome_oscillator,dual,ACTIVE,bear,next_pivot_target
awesome_oscillator,dual,ACTIVE,bear,r_multiple_2r
awesome_oscillator,dual,ACTIVE,bear,r_multiple_3r
awesome_oscillator,dual,ACTIVE,bear,regime_flip
awesome_oscillator,dual,ACTIVE,bear,reverse_signal
awesome_oscillator,dual,ACTIVE,bear,smart_money_reversal
awesome_oscillator,dual,ACTIVE,bear,smc_mitigation_zone
awesome_oscillator,dual,ACTIVE,bear,time_stop_10d
awesome_oscillator,dual,ACTIVE,bear,time_stop_20d
awesome_oscillator,dual,ACTIVE,bear,trailing_10pct
awesome_oscillator,dual,ACTIVE,bear,trailing_15pct
awesome_oscillator,dual,ACTIVE,bear,trailing_5pct
bb_squeeze_volume,dual,ACTIVE,all_regimes,atr_trail_1x
bb_squeeze_volume,dual,ACTIVE,all_regimes,atr_trail_2x
bb_squeeze_volume,dual,ACTIVE,all_regimes,atr_trail_mae_conditional
bb_squeeze_volume,dual,ACTIVE,all_regimes,atr_trail_vix_conditional
bb_squeeze_volume,dual,ACTIVE,all_regimes,break_even_at_1r
bb_squeeze_volume,dual,ACTIVE,all_regimes,breakeven_plus_trail
bb_squeeze_volume,dual,ACTIVE,all_regimes,chandelier_3x
bb_squeeze_volume,dual,ACTIVE,all_regimes,class_time_stop
bb_squeeze_volume,dual,ACTIVE,all_regimes,earnings_blackout
